gene_id	gene_name	description	locus	ATCC2_FPKM	ATCC3_FPKM	sp1_FPKM	sp2_FPKM	ATCC2_count	ATCC3_count	sp1_count	sp2_count	
DR76_RS00330	-	membrane protein	NZ_CP009072.1:71206-72255	40.6483302586068	25.0323912074391	49.0204134311101	49.028256882274	831	747	862	977
DR76_RS00335	-	endonuclease V	NZ_CP009072.1:72329-73186	69.4386476078923	66.9683899504934	105.921998047194	109.3135348169	1160	1633	1522	1780
DR76_RS00340	-	carbohydrate kinase	NZ_CP009072.1:73190-74278	58.4351293840726	52.5691007147746	9.156852559575	12.0963363767974	1239	1627	167	250
DR76_RS00345	-	ribonucleoside hydrolase	NZ_CP009072.1:74546-75487	35.7125955194662	50.0897480282162	1.33115973689853	2.18151931902049	655	1341	21	39
DR76_RS00350	-	Crp/Fnr family transcriptional regulator	NZ_CP009072.1:75617-76315	24.7618691749495	10.872944208356	7.77358138696488	7.23662478853657	337	216	91	96
DR76_RS00355	-	nucleoside permease	NZ_CP009072.1:76382-77632	11.4956086563287	17.4383531444164	8.591602498259	8.42393250226642	280	620	180	200
DR76_RS00360	-	pseudouridine-5'-phosphate glycosidase	NZ_CP009072.1:77726-78664	11.7052117030673	43.4673586664186	0.0635633938524496	0.280553899995365	214	1160	1	5
DR76_RS00365	-	pseudouridine kinase	NZ_CP009072.1:78652-79593	7.74228942022017	15.1651357058364	0	0	142	406	0	0
DR76_RS00370	-	PTS fructose transporter subunit IIBC	NZ_CP009072.1:80049-81740	30.7496294794226	29.5296924676082	54.2062899759246	53.3144014446833	1013	1420	1536	1712
DR76_RS00375	-	1-phosphofructokinase	NZ_CP009072.1:81757-82695	33.9669479004142	34.2492883615361	45.2765155064357	55.1044833210685	621	914	712	982
DR76_RS00380	-	PTS fructose transporter subunit IIA	NZ_CP009072.1:82695-83825	42.3691266548143	57.927918358405	18.7423855026031	20.172833184312	933	1862	355	433
DR76_RS00385	-	sugar transporter	NZ_CP009072.1:84192-85373	20.3791639873635	14.1101622810433	24.9555954410125	23.2698644159259	469	474	494	522
DR76_RS00390	-	UPF0153 cysteine cluster protein	NZ_CP009072.1:85370-85624	67.6753243720808	60.5752428582445	53.6234659883332	61.3701297037803	336	439	229	297
DR76_RS00395	-	elongation factor P-like protein	NZ_CP009072.1:85779-86351	103.617711259057	126.620777489519	52.1043838426447	72.7382333602054	1156	2062	500	791
DR76_RS00400	-	D-mannonate oxidoreductase	NZ_CP009072.1:86574-88040	487.943929743532	126.880953612391	178.320816262771	160.553028378074	13937	5290	4381	4470
DR76_RS00405	-	hypothetical protein	NZ_CP009072.1:88158-89144	41.1093280388434	21.104524642244	42.4696506242586	60.2189273755497	790	592	702	1128
DR76_RS00410	-	membrane protein	NZ_CP009072.1:89183-89896	32.657919890691	11.4822954230992	34.2045918100098	41.8432918508765	454	233	409	567
DR76_RS00415	-	murein DD-endopeptidase%2C space-maker hydrolase%2C mutational suppressor of prc thermosensitivity%2C outer membrane lipoprotein%2C weak murein LD-carboxypeptidase	NZ_CP009072.1:90308-90874	850.395125015087	536.106781698033	479.693887217371	616.872397165944	9388	8639	4555	6638
DR76_RS00420	-	phage resistance protein	NZ_CP009072.1:91055-92611	99.158775155816	41.9656779262503	56.1833751050582	67.0404593578532	3006	1857	1465	1981
DR76_RS00425	-	peptide ABC transporter substrate-binding protein	NZ_CP009072.1:92693-94507	54.8413098573103	24.1359089253522	65.8308175174486	67.7877618861219	1938	1245	2001	2335
DR76_RS00430	-	microcin C ABC transporter permease YejB	NZ_CP009072.1:94508-95602	38.5556842519386	17.2877661655053	70.8905345309448	65.684030516843	822	538	1300	1365
DR76_RS00435	-	microcin C ABC transporter permease	NZ_CP009072.1:95602-96627	50.8600831743723	29.4246138868831	102.080094433266	105.22908464783	1016	858	1754	2049
DR76_RS00440	-	microcin C ABC transporter ATP-binding protein YejF	NZ_CP009072.1:96629-98218	71.9049444999026	55.6117097409445	109.621535318191	130.76787058392	2226	2513	2919	3946
DR76_RS00445	-	uncharacterized protein	NZ_CP009072.1:98222-98566	887.125336419203	504.027898062046	1319.19428562351	1488.49862725115	5959	4942	7622	9746
DR76_RS00450	-	multidrug transporter	NZ_CP009072.1:98900-100090	101.772645217408	44.9058267875785	147.749939366472	143.651981456816	2360	1520	2947	3247
DR76_RS00455	-	16S rRNA pseudouridylate synthase	NZ_CP009072.1:100118-100813	250.826093041248	130.785058000763	357.497568925374	350.21724264419	3399	2587	4167	4626
DR76_RS00460	-	hypothetical protein	NZ_CP009072.1:100963-102723	51.7106766233938	23.9569033394976	60.7966854604395	59.5435733432295	1773	1199	1793	1990
DR76_RS00465	-	50S ribosomal protein L25	NZ_CP009072.1:102848-103132	933.863220709064	428.776379572783	659.132604465834	782.978102445388	5182	3473	3146	4235
DR76_RS00470	-	Nucleoid-associated protein YejK	NZ_CP009072.1:103271-104278	167.686477461522	158.058108179068	77.2459722968509	84.4214952241355	3291	4528	1304	1615
DR76_RS00475	-	hypothetical protein	NZ_CP009072.1:104460-104687	291.719549057318	155.405135503178	311.390945072654	299.509949369115	1295	1007	1189	1296
DR76_RS00480	-	essential inner membrane DUF3413 domain-containing protein%3B lipid A production and membrane permeability factor	NZ_CP009072.1:104707-106467	132.820280935402	68.9335430713556	137.089203012963	147.213223146482	4554	3450	4043	4920
DR76_RS00485	-	-	NZ_CP009072.1:106542-106618	170.757362107695	164.963284969815	3.87729152207673	8.89582101372479	256	361	5	13
DR76_RS00490	-	integrase	NZ_CP009072.1:106836-108077	10.6691226260921	6.3459597050309	0	0	258	224	0	0
DR76_RS00495	-	hypothetical protein	NZ_CP009072.1:108176-108406	462.468458982102	320.02581166486	0	0	2080	2101	0	0
DR76_RS00500	-	regulatory protein	NZ_CP009072.1:108573-108779	31.5112058103243	15.6381937043735	0	0	127	92	0	0
DR76_RS00505	-	hypothetical protein	NZ_CP009072.1:108794-109276	72.4153875837061	54.8552979843319	0	0	681	753	0	0
DR76_RS00510	-	hypothetical protein	NZ_CP009072.1:109661-109861	7.41014667321316	4.20125430602008	0	0	29	24	0	0
DR76_RS00515	-	hypothetical protein	NZ_CP009072.1:109858-110088	7.33725679629209	2.58948454741114	0	0	33	17	0	0
DR76_RS00520	-	hypothetical protein	NZ_CP009072.1:110078-110299	2.54482068685873	1.2679907748088	0	0	11	8	0	0
DR76_RS00525	-	hypothetical protein	NZ_CP009072.1:110292-110513	1.61954547905662	0.316964202133928	0	0	7	2	0	0
DR76_RS00530	-	hypothetical protein	NZ_CP009072.1:110515-110748	0.878063412938579	0.300709627665521	0	0	4	2	0	0
DR76_RS00535	-	hypothetical protein	NZ_CP009072.1:110754-111053	0.513574192409805	0.117276754789553	0	0	3	1	0	0
DR76_RS00540	-	Bacteriophage P4 DNA primase	NZ_CP009072.1:111050-112804	1.9022325122406	2.42592768376769	0	0	65	121	0	0
DR76_RS00545	-	hypothetical protein	NZ_CP009072.1:113092-113370	3.68180182131549	6.30573485450333	0	0	20	50	0	0
DR76_RS00550	-	single-stranded DNA-binding protein	NZ_CP009072.1:113367-113789	4.37110774862036	3.16093136324211	0	0	36	38	0	0
DR76_RS00555	-	hypothetical protein	NZ_CP009072.1:113825-113992	1.22301689659302	0.837691105639666	0	0	4	4	0	0
DR76_RS00560	-	hypothetical protein	NZ_CP009072.1:114205-114411	9.18027737234561	11.5587148854844	0	0	37	68	0	0
DR76_RS00565	-	phage capsid protein	NZ_CP009072.1:114411-115466	15.7097766127691	15.8603957093436	0	0	323	476	0	0
DR76_RS00570	-	capsid protein small subunit	NZ_CP009072.1:115478-115813	16.508737300593	14.0325652074905	0	0	108	134	0	0
DR76_RS00575	-	hypothetical protein	NZ_CP009072.1:115826-116239	24.1915698537254	22.6074590001141	0	0	195	266	0	0
DR76_RS00580	-	hypothetical protein	NZ_CP009072.1:116287-116445	3.87638222256179	1.77040221388399	0	0	12	8	0	0
DR76_RS00585	-	terminase	NZ_CP009072.1:116445-116987	12.95843638455	10.1087071314054	0	0	137	156	0	0
DR76_RS00590	-	hypothetical protein	NZ_CP009072.1:117244-117525	17.4845627734308	15.5966841534482	0	0	96	125	0	0
DR76_RS00595	-	ATPase	NZ_CP009072.1:118206-118361	10.5356889841945	3.60889682060967	0.382602736073398	0	32	16	1	0
DR76_RS00600	-	ATPase	NZ_CP009072.1:118342-118470	0.397975491543626	0	0.462682378507365	0.408521947972905	1	0	1	1
DR76_RS00605	-	hypothetical protein	NZ_CP009072.1:118443-118832	14.61796920698	7.03721534917065	9.79882934180175	8.78191701187415	111	78	64	65
DR76_RS00610	-	membrane protein	NZ_CP009072.1:118941-119144	2.51770271604662	1.55233812962951	4.39046245882218	6.97380278138295	10	9	15	27
DR76_RS00615	-	hypothetical protein	NZ_CP009072.1:119175-119432	0.995370841227733	1.77290342710032	1.85143482253328	3.47199822949933	5	13	8	17
DR76_RS00620	-	transcriptional regulator	NZ_CP009072.1:119464-120111	54.9273475830583	52.1275458181193	93.1612244775146	98.3088042688592	693	960	1011	1209
DR76_RS00625	-	heme lyase subunit CcmH	NZ_CP009072.1:120146-121198	43.3127131013862	81.0315712222639	53.3605241097513	55.2435584062526	888	2425	941	1104
DR76_RS00630	-	periplasmic thioredoxin of cytochrome c-type biogenesis	NZ_CP009072.1:121195-121752	46.1141282654165	71.3180157698209	45.3722811719475	45.3260700566101	501	1131	424	480
DR76_RS00635	-	heme lyase subunit CcmF	NZ_CP009072.1:121749-123692	44.2536632779708	54.2814075936471	19.1359811631898	22.280072432075	1675	2999	623	822
DR76_RS00640	-	cytochrome C biogenesis protein	NZ_CP009072.1:123689-124168	58.3158246396335	58.6434580656836	32.7169956887435	31.1758434508483	545	800	263	284
DR76_RS00645	-	cytochrome c biogenesis protein%3B heme export ABC transporter holo-CcmE release factor	NZ_CP009072.1:124165-124374	25.9250383627666	27.9812904936727	19.335280303215	19.06944635456	106	167	68	76
DR76_RS00650	-	heme export ABC transporter permease%3B CcmE-interacting protein	NZ_CP009072.1:124371-125108	63.5397226029044	59.1202301176387	44.0151078541172	46.9797709981263	913	1240	544	658
DR76_RS00655	-	heme ABC transporter permease	NZ_CP009072.1:125150-125809	57.0414646213876	36.6255314220051	33.9270360488541	31.774581687495	733	687	375	398
DR76_RS00660	-	cytochrome C biogenesis protein CcmA	NZ_CP009072.1:125809-126426	76.62545639824	54.4871696930714	53.238080507645	51.9241796594851	922	957	551	609
DR76_RS00665	-	cytochrome C protein NapC	NZ_CP009072.1:126445-127047	94.5445416578766	93.0126394435076	76.1496981807479	76.6343751548814	1110	1594	769	877
DR76_RS00670	-	nitrate reductase cytochrome C550 subunit	NZ_CP009072.1:127057-127506	21.3431821881836	59.1908239393164	9.81921408378333	15.104879862163	187	757	74	129
DR76_RS00675	-	quinol dehydrogenase	NZ_CP009072.1:127503-128366	13.8507198106743	32.2131746447728	6.77282123480855	10.5504945006786	233	791	98	173
DR76_RS00680	-	ferredoxin-type protein NapG	NZ_CP009072.1:128353-129048	23.2451011865358	52.2230155224439	13.4694102628985	18.850877849201	315	1033	157	249
DR76_RS00685	-	nitrate reductase catalytic subunit	NZ_CP009072.1:129055-131541	66.6635643914538	94.0134794704858	38.6552830627129	67.9672371196424	3228	6645	1610	3208
DR76_RS00690	-	nitrate reductase	NZ_CP009072.1:131538-131801	34.2404613340909	13.9944883390523	20.3562400100796	28.1421642768504	176	105	90	141
DR76_RS00695	-	ferredoxin-type protein%2C role in electron transfer to periplasmic nitrate reductase NapA	NZ_CP009072.1:131791-132285	82.5921354187472	48.2653672454865	40.5315520029736	91.2255650127619	796	679	336	857
DR76_RS00700	-	hypothetical protein	NZ_CP009072.1:132394-132558	1.556398042647	2.34571534132213	11.2185173730802	6.70615953950285	5	11	31	21
DR76_RS00705	-	ecotin	NZ_CP009072.1:132693-133181	731.023159740115	594.997331905244	219.064722132232	226.929346374936	6960	8269	1794	2106
DR76_RS00710	-	malate:quinone oxidoreductase	NZ_CP009072.1:133331-134977	47.4938246308135	28.3924205129476	30.6715440666103	38.5509194811254	1523	1329	846	1205
DR76_RS00715	-	multidrug ABC transporter ATP-binding protein	NZ_CP009072.1:135195-136838	13.6836976474659	5.02963806871444	37.0110362808048	37.2430510107922	438	235	1019	1162
DR76_RS00720	-	alpha-ketoglutarate-dependent dioxygenase	NZ_CP009072.1:136914-137564	10.8875112061748	3.67535173778075	76.8638446904663	76.5686891456706	138	68	838	946
DR76_RS00725	-	transcriptional regulator	NZ_CP009072.1:137564-138628	25.2704023830726	11.6295736753346	105.79888753271	99.1492114617582	524	352	1887	2004
DR76_RS00730	-	thiamine biosynthesis lipoprotein ApbE	NZ_CP009072.1:138702-139757	19.9411915620523	11.8286411397178	42.6349933758143	45.9554540994379	410	355	754	921
DR76_RS00735	-	outer membrane porin protein C	NZ_CP009072.1:139869-140996	5719.4756079851	7036.34281680298	4701.49634705158	4918.95394629218	125613	225572	88815	105303
DR76_RS00740	-	hypothetical protein	NZ_CP009072.1:141388-141513	22.4195432333675	8.93607990093325	20.3777061201926	20.9092916983897	55	32	43	50
DR76_RS00745	-	putative sensor-like histidine kinase YojN	NZ_CP009072.1:141735-144407	223.485219733007	145.891255781202	316.406819330997	294.327646673239	11631	11083	14164	14931
DR76_RS00750	-	transcriptional regulator	NZ_CP009072.1:144424-145074	890.40947443668	753.338880017079	1339.98020497367	1153.62966446731	11286	13938	14609	14253
DR76_RS00755	-	sensory histidine kinase	NZ_CP009072.1:145160-148009	129.068482150424	60.8287087557289	230.968748747211	198.453079187198	7162	4927	11024	10734
DR76_RS00760	-	histidine kinase	NZ_CP009072.1:148176-150002	70.7298738576824	27.0780611954306	46.3770144118323	39.857543741	2516	1406	1419	1382
DR76_RS00765	-	acetoacetate metabolism regulatory protein AtoC	NZ_CP009072.1:149999-151384	104.314800933835	50.8751165404621	26.323096519953	30.9838542808667	2815	2004	611	815
DR76_RS00770	-	acetyl-CoA:acetoacetyl-CoA transferase subunit alpha	NZ_CP009072.1:151580-152242	10.3031133004269	7.64223516530633	4.23296589972357	6.04009613040361	133	144	47	76
DR76_RS00775	-	succinyl-CoA:3-ketoacid-CoA transferase	NZ_CP009072.1:152242-152892	2.99802150073768	1.02693853045423	0.183460384310644	1.69971785563436	38	19	2	21
DR76_RS00780	-	short-chain fatty acid transporter	NZ_CP009072.1:152889-154211	4.65856425274873	1.54255024672259	3.38502873851948	3.58447564913296	120	58	75	90
DR76_RS00785	-	acetyl-CoA acetyltransferase	NZ_CP009072.1:154242-155426	6.28464885364586	3.0880691097662	6.95374665063728	7.64804043653821	145	104	138	172
DR76_RS00790	-	hypothetical protein	NZ_CP009072.1:155500-156276	7.86607679276375	4.0303179118336	8.37653426593718	7.39173609426495	119	89	109	109
DR76_RS00795	-	hypothetical protein	NZ_CP009072.1:156281-157930	5.50958826097523	3.8598138514016	3.90841278654893	3.80019134168609	177	181	108	119
DR76_RS00800	-	hypothetical protein	NZ_CP009072.1:157931-162445	3.84493585641171	3.79526487273201	10.1437065986279	9.66303438567841	338	487	767	828
DR76_RS00805	-	hypothetical protein	NZ_CP009072.1:162469-163092	3.29238047483019	1.86078380441419	6.12426833862609	4.89761035249722	40	33	64	58
DR76_RS00810	-	hypothetical protein	NZ_CP009072.1:163089-164777	8.87939340435698	5.85393303944671	7.63629457612797	7.45605341296963	292	281	216	239
DR76_RS00815	-	DNA gyrase subunit A	NZ_CP009072.1:164926-167553	395.465474113771	324.935696991734	293.67302795535	330.044102783918	20235	24269	12925	16461
DR76_RS00820	-	bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase	NZ_CP009072.1:167700-168422	86.2405024295529	81.370865242893	84.9011901980849	87.3819756537795	1214	1672	1028	1199
DR76_RS00825	-	adhesin	NZ_CP009072.1:168562-172320	10.6711066776189	8.61164669595732	5.70269826211366	5.8452774992111	781	920	359	417
DR76_RS00830	-	hypothetical protein	NZ_CP009072.1:172792-172935	2.85331899138678	3.42077854603298	1.6587876414754	2.92734795806362	8	14	4	8
DR76_RS00835	-	ribonucleotide-diphosphate reductase subunit alpha	NZ_CP009072.1:173003-175288	260.420648588158	594.68478555068	103.829255311528	129.585296705243	11591	38636	3975	5622
DR76_RS00840	-	ribonucleotide-diphosphate reductase subunit beta	NZ_CP009072.1:175478-176608	304.985231884629	645.980369096832	93.1839314467634	104.544547968671	6716	20764	1765	2244
DR76_RS00845	-	ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance	NZ_CP009072.1:176608-176862	135.954635078387	274.727343923043	119.423195436217	119.847406272873	675	1991	510	580
DR76_RS00850	-	hypothetical protein	NZ_CP009072.1:176916-177566	65.9562161383692	47.5093039694955	342.401646979591	360.423308190123	836	879	3733	4453
DR76_RS00855	-	glycerophosphodiester phosphodiesterase	NZ_CP009072.1:177769-178845	53.4589682564366	39.1392049716049	40.1404311250329	43.3959224165133	1121	1198	724	887
DR76_RS00860	-	sn-glycerol-3-phosphate transporter	NZ_CP009072.1:178850-180208	21.655364773683	14.6543914002932	14.1919322689677	14.6171505443184	573	566	323	377
DR76_RS00865	-	sn-glycerol-3-phosphate dehydrogenase subunit A	NZ_CP009072.1:180481-182109	5.89590668181868	3.21836528347601	3.18902923612481	4.01089983172357	187	149	87	124
