Locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand,norm_exp
b0089,98403,99647,99025,ftsW,,0,15.3370986762859
b0090,99644,100711,100177,murG,,0,43.8712987684928
b0091,100765,102240,101502,murC,,0,44.3128101011237
b0092,102233,103153,102693,ddlB,,0,168.97252769484
b0093,103155,103985,103570,ftsQ,,0,38.0391684869037
b0094,103982,105244,104613,ftsA,,0,26.5944767860787
b0095,105305,106456,105880,ftsZ,,0,370.92498827274
b0096,106557,107474,107015,lpxC,,0,520.697327422573
b0097,107705,108217,107961,secM,,0,616.336986993653
b0098,108279,110984,109631,secA,,0,63.2006422755864
b0099,111044,111433,111238,mutT,,0,18.958288123673
b0101,111649,111846,111747,yacG,,1,37.9778498710852
b0102,111856,112599,112227,zapD,,1,50.7702626558701
b0103,112599,113219,112909,coaE,,1,110.197966097509
b0104,113444,114487,113965,guaC,,0,74.9511336436385
b0106,114522,115724,115123,hofC,,1,2.1632112949815
b0107,115714,117099,116406,hofB,,1,14.8094921567865
b0108,117109,117549,117329,ppdD,,1,0.525484417810559
b0109,117752,118645,118198,nadC,,1,77.2243494053183
b0110,118733,119284,119008,ampD,,0,104.955112976664
b0111,119281,120135,119708,ampE,,0,9.95035286830546
b0112,120178,121551,120864,aroP,,1,55.3130985810584
b0113,122092,122856,122474,pdhR,,0,600.409573258354
b0114,123017,125680,124348,aceE,,0,492.241463702258
b0115,125695,127587,126641,aceF,,0,151.435883760652
b0116,127912,129336,128624,lpd,,0,233.09165818967
b0117,129407,131260,130333,yacH,,1,10.1271757271256
b0118,131615,134212,132913,acnB,,0,159.611858734029
b0119,134388,134750,134569,yacL,,0,90.2050526467947
b0120,134788,135582,135185,speD,,1,458.846255877393
b0121,135598,136464,136031,speE,,1,631.949745636181
b0122,136570,136917,136743,yacC,,1,95.3968892629937
b0123,137083,138633,137858,cueO,,0,11.9803441959796
b0124,138835,141225,140030,gcd,,1,71.9158794177667
b0125,141431,141967,141699,hpt,,0,46.2073333394327
b0126,142008,142670,142339,can,,1,3437.03419050396
b0127,142779,143705,143242,yadG,,0,80.103855115512
b0128,143702,144472,144087,yadH,,0,8.27033255084039
b0129,144577,145017,144797,yadI,,0,4.36727167245584
b0130,145081,146310,145695,yadE,,0,15.3820199052312
b0131,146314,146694,146504,panD,,1,834.719903632721
b0132,146968,147870,147419,yadD,,0,2.80728794797306
b0133,147944,148795,148369,panC,,1,61.1009543318889
b0134,148807,149601,149204,panB,,1,443.383313307303
b0135,149715,150953,150334,yadC,,1,4.27492775230511
b0136,151003,151599,151301,yadK,,1,3.70207506128079
b0137,151626,152231,151928,yadL,,1,1.09181791811396
b0138,152243,152812,152527,yadM,,1,1.05096883562112
b0139,152829,155426,154127,htrE,,1,0.586758041549823
b0140,155461,156201,155831,yadV,,1,0.0473682732137578
b0141,156299,156883,156591,yadN,,1,0.0119910572613514
b0142,157253,157732,157492,folK,,1,9.54041768557574
b0143,157729,159126,158427,pcnB,,1,135.077721695214
b0144,159186,160112,159649,gluQ,,1,10.641589986086
b0145,160149,160604,160376,dksA,,1,118.124344146229
b0146,160782,161486,161134,sfsA,,1,39.1419390081978
b0147,161501,162031,161766,ligT,,1,70.0528238987757
b0148,162105,164534,163319,hrpB,,0,5.23298416527179
b0149,164730,167264,165997,mrcB,,0,51.9912283948391
b0150,167484,169727,168605,fhuA,,0,392.853738515768
b0151,169778,170575,170176,fhuC,,0,11.1811875628469
b0152,170575,171465,171020,fhuD,,0,19.9402903277351
b0153,171462,173444,172453,fhuB,,0,3.5366203392266
b0154,173602,174882,174242,hemL,,1,100.60330106472
b0155,175107,176528,175817,clcA,,0,28.3817122163666
b0156,176610,176954,176782,erpA,,0,33.7431664586057
b0157,177001,177624,177312,yadS,,1,1.70835488330654
b0158,177662,178462,178062,btuF,,1,12.7300467104878
b0159,178455,179153,178804,mtn,,1,146.524690826703
b0160,179237,180754,179995,dgt,,0,12.9668880765566
b0161,180884,182308,181596,degP,,0,39.4261486474803
b0162,182463,183620,183041,cdaR,,0,0.643905100844953
b0163,183709,184095,183902,yaeH,,1,111.781445627467
b0164,184257,185069,184663,yaeI,,1,5.88245130214825
b0166,185123,185947,185535,dapD,,1,205.371418466571
b0167,185978,188650,187314,glnD,,1,155.253680517018
b0168,188712,189506,189109,map,,1,1078.95871797634
b0169,189874,190599,190236,rpsB,,0,324.695073468564
b0170,190857,191708,191282,tsf,,0,99.4054588363262
b0171,191855,192580,192217,pyrH,,0,20.2718682402314
b0172,192872,193429,193150,frr,,0,45.7397459152245
b0173,193521,194717,194119,dxr,,0,43.1158264766774
b0174,194903,195664,195283,ispU,,0,23.8647599338684
b0175,195677,196534,196105,cdsA,,0,16.1908469932406
b0176,196546,197898,197222,rseP,,0,28.9559735136928
b0177,197928,200360,199144,bamA,,0,202.924527883138
b0178,200482,200967,200724,skp,,0,389.281867300589
b0179,200971,201996,201483,lpxD,,0,282.898017807577
b0180,202101,202556,202328,fabZ,,0,61.4400789598567
b0181,202560,203348,202954,lpxA,,0,44.5787354625623
b0182,203348,204496,203922,lpxB,,0,18.7901515332273
b0183,204493,205089,204791,rnhB,,0,29.1858526188633
b0184,205126,208608,206867,dnaE,,0,17.609033250876
b0185,208621,209580,209100,accA,,0,87.6853069185704
b0186,209679,211820,210749,ldcC,,0,57.8348178096007
b0187,211877,212266,212071,yaeR,,0,221.408805757165
b0188,212331,213629,212980,tilS,,0,7.69253145266566
b0189,213678,213932,213805,rof,,1,85.5074218710206
b0190,214291,214836,214563,yaeQ,,0,15.9075043230417
b0191,214833,215255,215044,arfB,,0,30.6823416454766
b0192,215269,215979,215624,nlpE,,0,39.8430093972006
b0193,216179,217003,216591,yaeF,,1,5.82117767840899
b0194,217057,218775,217916,proS,,1,47.1226741180645
b0195,218887,219594,219240,tsaA,,1,6.99469376150864
b0196,219591,219995,219793,rcsF,,1,145.843393372807
b0197,220113,220928,220520,metQ,,1,142.792690973452
b0198,220968,221621,221294,metI,,1,130.38675461438
b0199,221614,222645,222129,metN,,1,16.8823286482735
b0200,222833,223408,223120,gmhB,,0,28.9682619769421
b0207,229167,229970,229568,dkgB,,0,13.382204940221
b0208,229967,230881,230424,yafC,,1,28.158567919849
b0209,231122,231922,231522,yafD,,0,131.137649612479
b0210,231926,232549,232237,yafE,,0,44.3205569550072
b0211,232597,233955,233276,mltD,,1,56.6426672623938
b0212,234027,234782,234404,gloB,,1,29.3753257117183
b0213,234816,235538,235177,yafS,,0,10.2684135776832
b0214,235535,236002,235768,rnhA,,1,39.077703834163
b0215,236067,236798,236432,dnaQ,,0,169.148149350382
b0217,237335,238120,237727,yafT,,0,2.14930594445599
b0219,239419,240189,239804,yafV,,1,17.6407622192822
b0220,240343,240816,240579,ivy,,0,39.9664503769793
b0221,240859,243303,242081,fadE,,1,61.6375606282329
b0222,243543,244121,243832,gmhA,,0,73.9660154033359
b0223,244327,245094,244710,yafJ,,0,269.351482282436
b0224,245065,245805,245435,yafK,,1,140.820506741176
b0225,245961,246239,246100,yafQ,,1,368.165885127334
b0226,246242,246502,246372,dinJ,,1,852.23655572984
b0227,246712,247461,247086,yafL,,0,2.13791084302629
b0228,247637,248134,247885,rayT,,0,13.7225501493813
b0231,250898,251953,251425,dinB,,0,15.3469676318584
b0232,252005,252298,252151,yafN,,0,34.2586098639184
b0233,252301,252699,252500,yafO,,0,24.7817050379257
b0234,252709,253161,252935,yafP,,0,10.550537438704
b0237,254259,255716,254987,pepD,,1,119.635567158137
b0238,255977,256435,256206,gpt,,0,63.2828000909777
b0239,256527,257771,257149,frsA,,0,55.3578518307178
b0241,259045,260100,259572,phoE,,1,1.19307365526239
b0242,260388,261491,260939,proB,,0,78.0984864959054
b0243,261503,262756,262129,proA,,0,165.008473497582
b0245,263328,263669,263498,ykfI,,1,0.995248866478254
b0246,263690,264007,263848,yafW,,1,0.585439704117316
b0247,264256,264732,264494,ykfG,,1,1.074652972228
b0248,264748,265206,264977,yafX,,1,0.0479642290454056
b0249,265304,265543,265423,ykfF,,1,1.57645325343168
b0250,265620,266087,265853,ykfB,,1,535.550319913945
b0251,266110,266553,266331,yafY,,1,26.883642709168
b0252,267184,268005,267594,yafZ,,1,0.0236841366068789
b0253,268097,268960,268528,ykfA,,1,11.6790778748667
b0254,269289,270182,269735,perR,,1,6.4242336967611
b0256,270603,271754,271178,insI1,,0,8.9332351027795
b0259,274101,275117,274609,insH1,,1,98.3677088368066
b0260,275325,276728,276026,mmuP,,0,2.66827117154564
b0261,276715,277647,277181,mmuM,,0,11.0831370030671
b0262,277756,278802,278279,afuC,,1,3.26082602221551
b0264,279178,279681,279429,insB1,,1,1.5968777946781
b0265,279600,279875,279737,insA,,1,25.7487364727174
b0267,280829,281983,281406,yagA,,1,0.215839030704325
b0268,282278,283186,282732,yagE,,0,2.65110622565967
b0269,283201,285168,284184,yagF,,0,2.14990190028764
b0270,285395,286777,286086,yagG,,0,4.25183957152987
b0271,286789,288399,287594,yagH,,0,2.22035835427663
b0272,288404,289162,288783,yagI,,1,14.2600256244532
b0273,289301,290305,289803,argF,,1,14.1787620488315
b0274,290649,291152,290900,insB1,,1,2.51598215076707
b0275,291071,291346,291208,insA,,1,24.1722832192857
b0277,292322,292948,292635,yagK,,1,1.13490623645058
b0278,293220,293918,293569,yagL,,1,0.059955286306757
b0279,293945,294799,294372,yagM,,1,0.0719463435681084
b0280,295139,295579,295359,yagN,,1,149.786743212616
b0281,295696,297096,296396,intF,,1,58.3343240315684
b0283,297770,298726,298248,paoD,,1,5.87625705400696
b0284,298736,300934,299835,paoC,,1,15.4788692617332
b0285,300931,301887,301409,paoB,,1,18.9884914510007
b0286,301884,302573,302228,paoA,,1,13.2081628550846
b0287,302991,303605,303298,yagU,,0,73.1142804192358
b0288,303853,304182,304017,ykgJ,,1,3.38498079820683
b0289,304495,305205,304850,ecpE,,1,4.28557350747016
b0290,305174,306817,305995,ecpD,,1,12.7137487336855
b0291,306807,309332,308069,ecpC,,1,2.74996933653132
b0292,309358,310026,309692,ecpB,,1,1.06295989288247
b0293,310084,310671,310377,ecpA,,1,6.83129743153726
b0294,310746,311336,311041,ecpR,,1,0.0473682732137578
b0295,312112,312339,312225,ykgL,,0,0.525484417810559
b0296,312514,312777,312645,ykgM,,1,2.64784663029922
b0298,315291,315590,315440,insE1,,0,9.45871952059005
b0299,315587,316453,316020,insF1,,0,3.67839092467391
b0301,317726,318319,318022,rclC,,1,0.0236841366068789
b0303,318331,318567,318449,rclB,,1,1.05096883562112
b0304,318676,320001,319338,rclA,,1,9.67455855129438
b0305,320227,321081,320654,rclR,,0,1.18287046549598
b0306,321608,322327,321967,ykgE,,0,2.62742208905279
b0307,322338,323765,323051,ykgF,,0,1.67857595966378
b0308,323758,324453,324105,ykgG,,0,0.597430761378667
b0310,324696,325364,325030,ykgH,,1,0.0719463435681084
b0311,325577,327247,326412,betA,,1,16.887447713506
b0312,327261,328733,327997,betB,,1,103.234767036097
b0313,328747,329334,329040,betI,,1,98.8150526629077
b0314,329463,331496,330479,betT,,0,18.0085750252003
b0315,332371,333459,332915,yahA,,0,2.14930594445599
b0316,333501,334433,333967,yahB,,1,22.1422918916116
b0317,334525,335022,334773,yahC,,1,0.0479642290454056
b0318,335280,335885,335582,yahD,,0,2.10193767124223
b0319,335925,336788,336356,yahE,,0,0.596536827631195
b0320,336778,338325,337551,yahF,,0,1.074652972228
b0321,338325,339743,339034,yahG,,0,0.572852691024317
b0323,340165,341115,340640,yahI,,0,0.54590895905698
b0324,341125,342507,341816,yahJ,,0,12.194061124995
b0325,342884,343933,343408,yahK,,0,75.8757262398523
b0326,344176,344991,344583,yahL,,0,2.44405357962678
b0327,345404,345649,345526,yahM,,0,4.72935976029503
b0328,345666,346337,346001,yahN,,1,0.561457589594613
b0329,346484,346759,346621,yahO,,0,5446.66641514769
b0330,346857,348443,347650,prpR,,1,5.80996321929301
b0331,348682,349572,349127,prpB,,0,0.525484417810559
b0333,350012,351181,350596,prpC,,0,0.0479642290454056
b0334,351215,352666,351940,prpD,,0,0.572852691024317
b0335,352706,354592,353649,prpE,,0,0.0473682732137578
b0336,354922,356181,355551,codB,,0,9.62659432224897
b0337,356171,357454,356812,codA,,0,86.1986952450793
b0338,357791,358690,358240,cynR,,1,8.69369426241884
b0339,358799,359458,359128,cynT,,0,5.27852831471247
b0340,359489,359959,359724,cynS,,0,3.17333104810977
b0341,359992,361146,360569,cynX,,0,0.627607124042666
b0342,361249,361860,361554,lacA,,1,2.65110622565967
b0343,361926,363179,362552,lacY,,1,0.833378193699985
b0344,363231,366305,364768,lacZ,,1,0.686839961599488
b0345,366428,367510,366969,lacI,,1,37.6172874404391
b0346,367587,368420,368003,mhpR,,1,7.21501126390051
b0347,368611,370275,369443,mhpA,,0,1.09181791811396
b0348,370277,371221,370749,mhpB,,0,0.525484417810559
b0349,371239,372105,371672,mhpC,,0,6.3058130137267
b0350,372115,372924,372519,mhpD,,0,12.188264315875
b0351,372921,373871,373396,mhpF,,0,31.2282506045336
b0352,373868,374881,374374,mhpE,,0,39.6360012895025
b0353,375459,376670,376064,mhpT,,0,1.71855807307295
b0354,376772,377311,377041,yaiL,,0,10.5576525852566
b0355,377535,378368,377951,frmB,,1,9.45428610813083
b0356,378462,379571,379016,frmA,,1,61.2217115022283
b0357,379606,379881,379743,frmR,,1,28.9975714376715
b0358,380069,380842,380455,yaiO,,1,13.8259911930459
b0360,381351,381716,381533,insC1,,0,77.2462094181521
b0361,381674,382579,382126,insD1,,0,2.62742208905279
b0363,382739,383935,383337,yaiP,,1,3.17659064347023
b0364,384059,384616,384337,yaiS,,1,0
b0365,385232,386194,385713,tauA,,0,0.0119910572613514
b0366,386207,386974,386590,tauB,,0,2.12591978576494
b0367,386971,387798,387384,tauC,,0,1.62382152664543
b0368,387795,388646,388220,tauD,,0,10.0454775621399
b0369,388753,389727,389240,hemB,,1,229.804565384873
b0372,391739,392605,392172,insF1,,1,5.25484417810559
b0373,392602,392901,392751,insE1,,1,14.7135636986956
b0375,394506,395129,394817,yaiV,,0,0.0473682732137578
b0376,395130,396287,395708,ampH,,1,13.2570210178775
b0377,396639,397859,397249,sbmA,,0,28.6399618215199
b0378,397872,398966,398419,yaiW,,0,12.7555187145896
b0379,399025,399333,399179,yaiY,,1,2.19667421766975
b0380,399593,399805,399699,yaiZ,,0,28.9253271161876
b0381,399829,400923,400376,ddlA,,1,61.9310167912567
b0382,401386,401646,401516,iraP,,0,61.7185182499042
b0383,401747,403162,402454,phoA,,0,24.1982614151285
b0384,403281,403601,403441,psiF,,0,105.646052116529
b0385,403703,404818,404260,yaiC,,0,1.00512670826461
b0386,404835,405644,405239,proC,,1,67.3330578895722
b0387,405764,406222,405993,yaiI,,0,40.1046905552614
b0388,406405,406929,406667,aroL,,0,92.5465311583976
b0389,406979,407170,407074,yaiA,,0,214.286202528422
b0390,407428,408105,407766,aroM,,0,16.5801770781799
b0391,408177,408461,408319,yaiE,,0,144.105277727572
b0393,409108,410019,409563,rdgC,,1,37.2755425944545
b0394,410144,411052,410598,mak,,0,4.98117196278341
b0396,411297,412481,411889,araJ,,1,11.8124693943207
b0397,412607,415753,414180,sbcC,,1,13.1563611694116
b0398,415750,416952,416351,sbcD,,1,14.3514756108565
b0399,417142,417831,417486,phoB,,0,4.83727927564719
b0400,417889,419184,418536,phoR,,0,5.52036321430907
b0401,419591,420910,420250,brnQ,,0,52.074913754931
b0402,420986,422359,421672,proY,,0,16.5934773155575
b0403,422518,424332,423425,malZ,,0,16.1525988179988
b0404,424337,424918,424627,acpH,,1,18.4940773296017
b0405,425011,426081,425546,queA,,0,11.7264461480804
b0406,426137,427264,426700,tgt,,0,51.8691957205366
b0407,427287,427619,427453,yajC,,0,208.139197726195
b0408,427647,429494,428570,secD,,0,33.6218753371754
b0409,429505,430476,429990,secF,,0,75.2575017623348
b0410,430605,430952,430778,yajD,,0,135.499493972844
b0411,431129,432013,431571,tsx,,1,30.6157676401945
b0412,432312,432851,432581,yajI,,1,59.4418166005888
b0413,433002,433451,433226,nrdR,,0,195.516176597312
b0414,433455,434558,434006,ribD,,0,110.713581559747
b0415,434647,435117,434882,ribE,,0,120.146196864125
b0416,435137,435556,435346,nusB,,0,6.69387929740871
b0417,435634,436611,436122,thiL,,0,16.9177961330954
b0418,436589,437107,436848,pgpA,,0,17.5328427039301
b0419,437161,438135,437648,yajO,,1,197.881168047741
b0420,438315,440177,439246,dxs,,1,95.4975762961912
b0421,440202,441101,440651,ispA,,1,157.350064533664
b0422,441101,441343,441222,xseB,,1,183.441430089099
b0423,441549,442997,442273,thiI,,0,67.455984497622
b0424,443051,443641,443346,yajL,,1,27.5146628190041
b0425,443604,444515,444059,panE,,1,100.410458662571
b0426,444683,445174,444928,yajQ,,0,49.7552669920331
b0427,445302,446666,445984,yajR,,1,5.61162330151954
b0428,446815,447705,447260,cyoE,,1,33.7020551496964
b0429,447717,448046,447881,cyoD,,1,19.5246216239764
b0430,448046,448660,448353,cyoC,,1,135.099581708048
b0431,448650,450641,449645,cyoB,,1,103.654084865351
b0432,450663,451610,451136,cyoA,,1,333.060551840259
b0433,452070,453545,452807,ampG,,1,6.56633851640237
b0434,453589,454167,453878,yajG,,1,129.317131010443
b0435,454472,454789,454630,bolA,,0,101.663587132395
b0436,455133,456431,455782,tig,,0,272.078256755622
b0437,456677,457300,456988,clpP,,0,134.854135810626
b0438,457426,458700,458063,clpX,,0,315.868054600292
b0439,458888,461242,460065,lon,,0,226.156757386787
b0440,461451,461723,461587,hupB,,0,254.946002140639
b0441,461915,463786,462850,ppiD,,0,295.44964812796
b0442,463937,464308,464122,ybaV,,0,5.19912420896272
b0443,464402,464800,464601,fadM,,0,33.3693215818149
b0444,464852,465547,465199,queC,,1,9.56084222682216
b0445,465612,467312,466462,ybaE,,1,11.4436635989502
b0446,467412,468230,467821,cof,,0,79.3955153626081
b0447,468383,468841,468612,ybaO,,0,11.6080254650461
b0448,468871,470643,469757,mdlA,,0,7.09681646774074
b0449,470636,472417,471526,mdlB,,0,2.26981247290115
b0450,472598,472936,472767,glnK,,0,6.31780407098806
b0451,472966,474252,473609,amtB,,0,1.20685258001869
b0452,474301,475161,474731,tesB,,1,37.9532987653946
b0453,475379,475951,475665,ybaY,,0,375.409031546201
b0454,475982,476371,476176,ybaZ,,1,29.0695177812396
b0456,476672,477025,476848,ybaA,,0,7.13107386307105
b0457,477067,478617,477842,ylaB,,1,42.891030502598
b0458,478781,479251,479016,ylaC,,1,48.415618848392
b0459,479367,479918,479642,maa,,1,42.6589743890828
b0460,480090,480308,480199,hha,,1,290.115362860474
b0461,480334,480708,480521,tomB,,1,206.659268886686
b0462,481254,484403,482828,acrB,,1,40.5104929856414
b0463,484426,485619,485022,acrA,,1,100.164750471584
b0464,485761,486408,486084,acrR,,0,6.42996778971802
b0465,486536,489898,488217,mscK,,0,13.5715794660352
b0466,490110,490271,490190,ybaM,,1,3.69038198193526
b0467,490285,490812,490548,priC,,1,7.02077052439229
b0468,490882,491259,491070,ybaN,,0,81.568505443671
b0469,491412,491963,491687,apt,,0,38.6871551601135
b0470,492092,494023,493057,dnaX,,0,170.717398587235
b0471,494076,494405,494240,ybaB,,0,275.497727619869
b0472,494405,495010,494707,recR,,0,120.682326902803
b0473,495120,496994,496057,htpG,,0,460.43005286256
b0474,497175,497819,497497,adk,,0,92.1079100073618
b0475,498055,499017,498536,hemH,,0,15.4389051085904
b0476,499014,499973,499493,aes,,1,2.24404249088351
b0477,500125,501429,500777,gsk,,0,37.0494282829426
b0478,501562,503238,502400,ybaL,,1,26.3410481688636
b0479,503476,504696,504086,fsr,,1,8.71411880366526
b0480,504914,506566,505740,ushA,,0,35.3924956737033
b0481,506603,507082,506842,ybaK,,1,5.63855801046883
b0482,507286,508080,507683,ybaP,,1,30.8253134342016
b0483,508218,508559,508388,ybaQ,,0,64.7425029060509
b0484,508875,511379,510127,copA,,1,18.9238053462468
b0485,511641,512573,512107,glsA,,0,23.6411740492805
b0486,512576,513868,513222,ybaT,,0,25.267681291678
b0487,513993,514400,514196,cueR,,0,87.5901450743933
b0488,514401,514859,514630,ybbJ,,1,92.5725093542404
b0489,514856,515773,515314,qmcA,,1,83.5562666352566
b0490,515919,516596,516257,fetA,,0,50.8542000566996
b0491,516583,517362,516972,fetB,,0,10.7752073924147
b0492,517425,518279,517852,ybbN,,1,223.923189265634
b0493,518340,519149,518744,ybbO,,1,111.325125480076
b0494,519139,519765,519452,tesA,,1,60.121062661108
b0495,519733,520419,520076,ybbA,,0,30.8498190081143
b0496,520416,522830,521623,ybbP,,0,12.5835084783873
b0497,523261,527541,525401,rhsD,,0,5.54078775555549
b0498,527581,527949,527765,ybbC,,0,1.074652972228
b0503,530132,531226,530679,mnmH,,1,7.02315434771889
b0504,531295,532221,531758,allS,,1,7.40415012256158
b0505,532451,532933,532692,allA,,0,1.05096883562112
b0506,533011,533826,533418,allR,,0,26.3941314631414
b0507,533916,535697,534806,gcl,,0,2.65895393949202
b0508,535710,536486,536098,hyi,,0,2.13791084302629
b0509,536586,537464,537025,glxR,,0,0.561457589594613
b0511,537633,539087,538360,ybbW,,0,0.040849082492843
b0512,539147,540508,539827,allB,,0,4.75304389690191
b0513,540565,541866,541215,ybbY,,0,6.32949715033358
b0514,541888,543033,542460,glxK,,0,0.566333500303402
b0515,543261,544046,543653,allE,,1,19.5041970827299
b0516,544057,545292,544674,allC,,1,31.2404220168918
b0517,545314,546363,545838,allD,,1,0.0236841366068789
b0518,546680,548347,547513,fdrA,,0,0.0119910572613514
b0520,549627,550442,550034,ylbF,,0,2.12591978576494
b0521,550439,551332,550885,ybcF,,0,0.0119910572613514
b0522,551527,552594,552060,purK,,1,15.906637353958
b0523,552591,553100,552845,purE,,1,43.9269741670715
b0524,553218,553940,553579,lpxH,,1,17.1218694886342
b0525,553943,554437,554190,ppiB,,1,1617.60443435087
b0526,554611,555996,555303,cysS,,0,80.3603816555978
b0527,556032,556553,556292,ybcI,,1,0.371722775101893
b0528,556661,556873,556767,ybcJ,,1,3.20027478007711
b0529,556875,557741,557308,folD,,1,98.7155847261052
b0530,558212,558754,558483,sfmA,,0,0.21315722946191
b0531,558974,559666,559320,sfmC,,0,0.0359731717840542
b0532,559697,562300,560998,sfmD,,0,0.0710524098206367
b0533,562336,563319,562827,sfmH,,0,0.0119910572613514
b0534,563330,563845,563587,sfmF,,0,0
b0535,563848,564480,564164,sfmZ,,1,1.05096883562112
b0537,564815,565978,565396,intD,,1,30.5802189392445
b0540,566842,567141,566991,insE1,,0,11.0351727740217
b0541,567138,568004,567571,insF1,,0,3.67839092467391
b0543,568315,568647,568481,emrE,,0,3.15290650686335
b0544,568902,570428,569665,ybcK,,0,0.119910572613514
b0545,570893,571444,571168,ybcL,,0,2.12236221248866
b0546,571454,572251,571852,ybcM,,0,40.0789205732437
b0547,572466,572921,572693,ybcN,,0,0.107919515352163
b0548,572921,573091,573006,ninE,,0,0.573448646855964
b0549,573084,573374,573229,ybcO,,0,1.05096883562112
