ATCC_names,BW_names,DH_names,MG_names,ATCC_GSE94978_1,ATCC_GSE94978_2,BW25113_GSE73673_6,BW25113_GSE73673_7,BW25113_GSE73673_8,BW25113_GSE85914,K12DH_GSE98890_1,K12DH_GSE98890_2,K12MG_GSE114917_LP1,K12MG_GSE114917_LP2,K12MG_GSE114917_LP3,K12MG_GSE114917_LP4,K12MG_GSE40313_1,K12MG_GSE40313_2,K12MG_GSE54199_DNA,K12MG_GSE54199_RNA,K12MG_GSE60522_1,K12MG_GSE60522_2,K12MG_GSE60522_3
DR76_RS03115,BW25113_RS19970,ECDH10B_RS20540,b3849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03110,BW25113_RS19975,ECDH10B_RS20545,b3850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03080,BW25113_RS20010,ECDH10B_RS20580,b3857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03075,BW25113_RS20015,ECDH10B_RS20585,b3858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03065,BW25113_RS20025,ECDH10B_RS20595,b3860,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03060,BW25113_RS20030,ECDH10B_RS20600,b3861,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03055,BW25113_RS20035,ECDH10B_RS20605,b3862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03045,BW25113_RS20045,ECDH10B_RS20615,b3863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03040,BW25113_RS20050,ECDH10B_RS20620,b3865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03035,BW25113_RS20055,ECDH10B_RS20625,b3866,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03030,BW25113_RS20060,ECDH10B_RS20630,b3867,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03020,BW25113_RS20070,ECDH10B_RS20640,b3868,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS03015,BW25113_RS20075,ECDH10B_RS20645,b3869,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02995,BW25113_RS20095,ECDH10B_RS20665,b3872,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02990,BW25113_RS20100,ECDH10B_RS20670,b3873,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02985,BW25113_RS20105,ECDH10B_RS20675,b3874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02940,BW25113_RS20160,ECDH10B_RS20735,b3885,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02935,BW25113_RS20165,ECDH10B_RS20740,b3886,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02930,BW25113_RS20170,ECDH10B_RS20745,b3887,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02890,BW25113_RS20195,ECDH10B_RS20770,b3891,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02885,BW25113_RS20200,ECDH10B_RS20775,b3892,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02880,BW25113_RS20205,ECDH10B_RS20780,b3893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02875,BW25113_RS20210,ECDH10B_RS20785,b3894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02870,BW25113_RS20210,ECDH10B_RS20785,b3894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02865,BW25113_RS20220,ECDH10B_RS20795,b3895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS24095,BW25113_RS01830,ECDH10B_RS01585,b0354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02825,BW25113_RS20265,ECDH10B_RS20850,b3905,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02820,BW25113_RS20270,ECDH10B_RS20855,b3906,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02815,BW25113_RS20275,ECDH10B_RS20860,b3907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02810,BW25113_RS20280,ECDH10B_RS20865,b3908,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02800,BW25113_RS20290,ECDH10B_RS20875,b3909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02795,BW25113_RS20295,ECDH10B_RS20880,b3910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02790,BW25113_RS20300,ECDH10B_RS20885,b3911,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02785,BW25113_RS20305,ECDH10B_RS20890,b3912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02780,BW25113_RS20310,ECDH10B_RS20895,b4484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02775,BW25113_RS20315,ECDH10B_RS20900,b3915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02770,BW25113_RS20320,ECDH10B_RS20905,b3916,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02760,BW25113_RS20325,ECDH10B_RS20910,b3917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02755,BW25113_RS20330,ECDH10B_RS20915,b3918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02750,BW25113_RS20335,ECDH10B_RS20920,b3919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02745,BW25113_RS20340,ECDH10B_RS20925,b3920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02740,BW25113_RS20345,ECDH10B_RS20930,b3921,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02735,BW25113_RS20350,ECDH10B_RS20935,b3922,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02730,BW25113_RS20355,ECDH10B_RS20940,b3923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02725,BW25113_RS20360,ECDH10B_RS20945,b3924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02720,BW25113_RS20365,ECDH10B_RS20950,b3925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02710,BW25113_RS20375,ECDH10B_RS20960,b3927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02705,BW25113_RS20380,ECDH10B_RS20965,b3928,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02700,BW25113_RS20385,ECDH10B_RS20970,b3929,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02695,BW25113_RS20390,ECDH10B_RS20975,b3930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02690,BW25113_RS20395,ECDH10B_RS20980,b3931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02685,BW25113_RS20400,ECDH10B_RS20985,b3932,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02680,BW25113_RS20405,ECDH10B_RS20990,b3933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02675,BW25113_RS20410,ECDH10B_RS20995,b3934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02670,BW25113_RS20415,ECDH10B_RS21000,b3935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02665,BW25113_RS20420,ECDH10B_RS21005,b3936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02655,BW25113_RS20430,ECDH10B_RS21015,b3938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02650,BW25113_RS20435,ECDH10B_RS21020,b3939,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02615,BW25113_RS20450,ECDH10B_RS21035,b3941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02610,BW25113_RS20455,ECDH10B_RS21040,b3942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02605,BW25113_RS20460,ECDH10B_RS21045,b3943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02600,BW25113_RS20465,ECDH10B_RS21050,b3944,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02590,BW25113_RS20475,ECDH10B_RS21060,b3945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02575,BW25113_RS20490,ECDH10B_RS21075,b3949,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02570,BW25113_RS20495,ECDH10B_RS21080,b3950,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02565,BW25113_RS20500,ECDH10B_RS21085,b3951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02560,BW25113_RS20505,ECDH10B_RS21090,b3952,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02555,BW25113_RS20510,ECDH10B_RS21095,b3953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02550,BW25113_RS20515,ECDH10B_RS21100,b3954,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02545,BW25113_RS20520,ECDH10B_RS21105,b3955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02540,BW25113_RS20525,ECDH10B_RS21110,b3956,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02530,BW25113_RS20540,ECDH10B_RS21125,b3958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02525,BW25113_RS20545,ECDH10B_RS21130,b3959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02505,BW25113_RS20555,ECDH10B_RS21140,b3961,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02500,BW25113_RS20560,ECDH10B_RS21145,b3962,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02485,BW25113_RS20565,ECDH10B_RS21150,b3963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02480,BW25113_RS20570,ECDH10B_RS21155,b3964,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02475,BW25113_RS20575,ECDH10B_RS21160,b3965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02470,BW25113_RS20580,ECDH10B_RS21165,b3966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS02465,BW25113_RS20585,ECDH10B_RS21170,b3967,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10435,BW25113_RS20610,ECDH10B_RS21195,b3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10440,BW25113_RS20615,ECDH10B_RS21200,b3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10445,BW25113_RS20620,ECDH10B_RS21205,b3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10480,BW25113_RS20655,ECDH10B_RS21240,b3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10485,BW25113_RS20660,ECDH10B_RS21245,b3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10490,BW25113_RS20665,ECDH10B_RS21250,b3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10495,BW25113_RS20670,ECDH10B_RS21255,b3984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10500,BW25113_RS20675,ECDH10B_RS21260,b3985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10505,BW25113_RS20680,ECDH10B_RS21265,b3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10510,BW25113_RS20685,ECDH10B_RS21270,b3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10515,BW25113_RS20690,ECDH10B_RS21275,b3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10520,BW25113_RS20700,ECDH10B_RS21285,b3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10525,BW25113_RS20705,ECDH10B_RS21290,b3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10530,BW25113_RS20710,ECDH10B_RS21295,b4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10535,BW25113_RS20715,ECDH10B_RS21300,b3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10540,BW25113_RS20720,ECDH10B_RS21305,b3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10545,BW25113_RS20725,ECDH10B_RS21310,b3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10550,BW25113_RS20730,ECDH10B_RS21315,b3995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10555,BW25113_RS20735,ECDH10B_RS21320,b3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10560,BW25113_RS20740,ECDH10B_RS21325,b3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10565,BW25113_RS20745,ECDH10B_RS21330,b3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10570,BW25113_RS20750,ECDH10B_RS21335,b3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10575,BW25113_RS20755,ECDH10B_RS21340,b4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10580,BW25113_RS20760,ECDH10B_RS21345,b4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10595,BW25113_RS20775,ECDH10B_RS21360,b4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10600,BW25113_RS20780,ECDH10B_RS21365,b4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10605,BW25113_RS20785,ECDH10B_RS21370,b4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10630,BW25113_RS20810,ECDH10B_RS21405,b4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10635,BW25113_RS20815,ECDH10B_RS21410,b4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10645,BW25113_RS20825,ECDH10B_RS21420,b4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10650,BW25113_RS20830,ECDH10B_RS21425,b4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10660,BW25113_RS20845,ECDH10B_RS21440,b4018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10680,BW25113_RS20855,ECDH10B_RS21450,b4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10685,BW25113_RS20860,ECDH10B_RS21455,b4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10740,BW25113_RS20875,ECDH10B_RS21470,b4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10745,BW25113_RS20880,ECDH10B_RS21475,b4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10750,BW25113_RS20885,ECDH10B_RS21480,b4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10755,BW25113_RS20890,ECDH10B_RS21485,b4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10760,BW25113_RS20895,ECDH10B_RS21490,b4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10765,BW25113_RS20900,ECDH10B_RS21495,b4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10780,BW25113_RS20920,ECDH10B_RS21510,b4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10785,BW25113_RS20930,ECDH10B_RS21520,b4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10790,BW25113_RS20935,ECDH10B_RS21525,b4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10795,BW25113_RS20940,ECDH10B_RS21530,b4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10805,BW25113_RS20950,ECDH10B_RS21540,b4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10810,BW25113_RS20955,ECDH10B_RS21545,b4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10815,BW25113_RS20960,ECDH10B_RS21550,b4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS24085,BW25113_RS01840,ECDH10B_RS01595,b0356,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS24080,BW25113_RS01845,ECDH10B_RS01600,b0357,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10820,BW25113_RS20975,ECDH10B_RS21565,b4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10825,BW25113_RS20980,ECDH10B_RS21570,b4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10830,BW25113_RS20985,ECDH10B_RS21575,b4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10835,BW25113_RS20990,ECDH10B_RS21580,b4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10840,BW25113_RS20995,ECDH10B_RS21585,b4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10845,BW25113_RS21000,ECDH10B_RS21590,b4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10850,BW25113_RS21005,ECDH10B_RS21595,b4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10855,BW25113_RS21010,ECDH10B_RS21600,b4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10865,BW25113_RS21030,ECDH10B_RS21620,b4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10975,BW25113_RS21060,ECDH10B_RS21650,b4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10980,BW25113_RS21065,ECDH10B_RS21655,b4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS10985,BW25113_RS21070,ECDH10B_RS21660,b4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11000,BW25113_RS21085,ECDH10B_RS21675,b4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11010,BW25113_RS21095,ECDH10B_RS21685,b4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11015,BW25113_RS21100,ECDH10B_RS21690,b4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11045,BW25113_RS21120,ECDH10B_RS21710,b4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11050,BW25113_RS21125,ECDH10B_RS21715,b4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11055,BW25113_RS21130,ECDH10B_RS21720,b4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11060,BW25113_RS21135,ECDH10B_RS21725,b4070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11070,BW25113_RS21145,ECDH10B_RS21745,b4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11075,BW25113_RS21150,ECDH10B_RS21750,b4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11080,BW25113_RS21155,ECDH10B_RS21755,b4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11085,BW25113_RS21160,ECDH10B_RS21760,b4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11090,BW25113_RS21165,ECDH10B_RS21765,b4076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11095,BW25113_RS21170,ECDH10B_RS21770,b4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11130,BW25113_RS21180,ECDH10B_RS21780,b4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11140,BW25113_RS21190,ECDH10B_RS21790,b4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11145,BW25113_RS21195,ECDH10B_RS21795,b4081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11150,BW25113_RS21200,ECDH10B_RS21800,b4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11160,BW25113_RS21210,ECDH10B_RS21810,b4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11165,BW25113_RS21215,ECDH10B_RS21815,b4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11170,BW25113_RS21220,ECDH10B_RS21820,b4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11175,BW25113_RS21225,ECDH10B_RS21825,b4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11180,BW25113_RS21230,ECDH10B_RS21830,b4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR76_RS11185,BW25113_RS21235,ECDH10B_RS21835,b4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
