"locus_tag"	"gene_id"	"gbk_start"	"gbk_end"	"gbk_midpoint"	"gbk_gene_id"	"gbk_locus_tag"	"gbk_strand"	"norm_exp"	"block"	"taxa"	"start"	"end"	"rev_comp"	"inversion"	"strain"	"gbk_old_locus_tag"	"block_len"	"midpoint"	"block_tax_num"	"block_w_pvalue"	"block_t_pvalue"	"block_t_stat"	"block_t_confinf1"	"block_t_confinf2"	"block_avg_exp_invert"	"block_avg_exp_noninvert"	"block_avg_len_invert"	"block_avg_len_noninvert"
"11"	""	"DR76_RS00055"	8560	9594	1214100	""	""	1	3.31545214317779	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_12"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"12"	""	"DR76_RS00060"	9610	12090	1215873	""	""	1	11.1338974302974	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_13"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"13"	""	"DR76_RS00065"	12106	12780	1217466	""	""	1	3.33361686821286	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_14"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"14"	""	"DR76_RS00070"	12861	13403	1218155	""	""	1	52.0162103574573	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_15"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"15"	""	"DR76_RS00075"	13592	13773	1218705	""	""	0	0	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	""	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"16"	""	"DR76_RS00080"	13697	13978	1218860	""	""	1	5.36632227270564	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_16"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"17"	""	"DR76_RS00085"	14241	15350	1219818	""	""	1	833.185847886418	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_17"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"18"	""	"DR76_RS00090"	15482	17515	1221521	"metG"	""	0	385.062351386048	"Block611"	"CP009072"	0	19237	0	0	"ATCC"	"DR76_18"	19237	1214641.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"19"	""	"DR76_RS00100"	21454	25086	1228293	""	""	0	29.4659102530981	"Block612"	"CP009072"	19639	25321	0	0	"ATCC"	"DR76_20"	5682	1227503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"20"	""	"DR76_RS00115"	26095	27183	1231662	""	""	0	8.05835408111813	"Block614"	"CP009072"	25805	30879	0	0	"ATCC"	"DR76_22"	5074	1233365	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"21"	""	"DR76_RS00120"	27194	29473	1233356	""	""	0	13.2012172313479	"Block614"	"CP009072"	25805	30879	0	0	"ATCC"	"DR76_23"	5074	1233365	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"22"	""	"DR76_RS00125"	29466	30602	1235057	""	""	0	4.21511072201177	"Block614"	"CP009072"	25805	30879	0	0	"ATCC"	"DR76_24"	5074	1233365	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"23"	""	"DR76_RS00135"	32727	33188	1237980	""	""	0	10.1299507510249	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_26"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"24"	""	"DR76_RS00140"	33229	33699	1238487	""	""	1	84.8518755655511	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_27"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"25"	""	"DR76_RS00145"	33746	34465	1239128	""	""	1	66.4685857815332	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_28"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"26"	""	"DR76_RS00150"	34462	36147	1240327	""	""	1	95.3711168865745	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_29"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"27"	""	"DR76_RS00155"	36369	37100	1241757	""	""	0	7.13202009923566	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_30"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"28"	""	"DR76_RS00160"	37160	37267	1242236	""	""	0	0.413722294729439	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_32"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"29"	""	"DR76_RS00165"	37248	37979	1242636	""	""	1	6.7759039496099	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_31"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"30"	""	"DR76_RS00170"	37984	38910	1243470	""	""	1	2.21119762514611	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_33"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"31"	""	"DR76_RS00175"	38903	40060	1244504	""	""	1	3.89176714169251	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_34"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"32"	""	"DR76_RS00180"	40067	40984	1245548	""	""	1	12.8374371655402	"Block615"	"CP009072"	30896	41163	0	0	"ATCC"	"DR76_35"	10267	1241052.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"33"	""	"DR76_RS00190"	43667	45382	1249547	""	""	0	539.051551375106	"Block616"	"CP009072"	41179	45411	0	0	"ATCC"	"DR76_37"	4232	1248318	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"34"	""	"DR76_RS00195"	45421	46353	1250910	""	""	1	131.223343912107	"Block617"	"CP009072"	45420	47942	0	0	"ATCC"	"DR76_38"	2522	1251704	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"35"	""	"DR76_RS00200"	46527	47114	1251843	""	""	1	5.33312632248342	"Block617"	"CP009072"	45420	47942	0	0	"ATCC"	"DR76_39"	2522	1251704	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"36"	""	"DR76_RS00205"	47284	47862	1252596	""	""	0	71.0523681824118	"Block617"	"CP009072"	45420	47942	0	0	"ATCC"	"DR76_40"	2522	1251704	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"37"	""	"DR76_RS00210"	47982	48743	1253385	""	""	1	15.9596409402049	"Block618"	"CP009072"	47950	50540	0	0	"ATCC"	""	2590	1254268	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"38"	""	"DR76_RS00215"	48796	50232	1254537	""	""	1	7.03255902230795	"Block618"	"CP009072"	47950	50540	0	0	"ATCC"	"DR76_43"	2590	1254268	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"39"	""	"DR76_RS00220"	50456	50539	1255520	""	""	0	3.18222343152374	"Block618"	"CP009072"	47950	50540	0	0	"ATCC"	""	2590	1254268	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"40"	""	"DR76_RS00230"	52115	52513	1257337	""	""	0	28.5543324190754	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_45"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"41"	""	"DR76_RS00235"	52510	53205	1257880	""	""	0	28.5699137989172	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_46"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"42"	""	"DR76_RS00240"	53335	54219	1258800	""	""	0	77.0823965664251	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_47"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"43"	""	"DR76_RS00245"	54369	55088	1259751	""	""	0	18.1246015207813	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_48"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"44"	""	"DR76_RS00250"	55091	55330	1260233	""	""	0	13.8626820696957	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_49"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"45"	""	"DR76_RS00255"	55524	56762	1261166	""	""	0	414.409071492617	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_50"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"46"	""	"DR76_RS00260"	56756	57991	1262396	""	""	0	403.276317431328	"Block619"	"CP009072"	50938	58116	0	0	"ATCC"	"DR76_51"	7178	1259550	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"47"	""	"DR76_RS00265"	58234	59244	1263762	""	""	1	31.2426590431359	"Block621"	"CP009072"	58182	59897	0	0	"ATCC"	"DR76_52"	1715	1264062.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"48"	""	"DR76_RS00275"	60841	61839	1266363	""	""	1	182.618882302715	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_54"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"49"	""	"DR76_RS00280"	62119	63159	1267662	""	""	1	56.032059258738	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_55"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"50"	""	"DR76_RS00285"	63149	63352	1268273	""	""	0	0.35427432237446	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	""	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"51"	""	"DR76_RS00290"	63301	64458	1268902	""	""	1	44.9013383879874	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_56"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"52"	""	"DR76_RS00295"	64475	65143	1269832	""	""	1	260.692995372271	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_57"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"53"	""	"DR76_RS00300"	65297	65473	1270408	""	""	0	0.27439641681739	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	""	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"54"	""	"DR76_RS00305"	65401	66237	1270842	""	""	0	148.014579536888	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_58"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"55"	""	"DR76_RS00310"	66269	68260	1272287	""	""	1	17.1344159239487	"Block622"	"CP009072"	59925	68356	0	0	"ATCC"	"DR76_59"	8431	1269163.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"56"	""	"DR76_RS00320"	68552	70021	1274309	""	""	1	93.6967306556839	"Block623"	"CP009072"	68358	73185	0	0	"ATCC"	"DR76_60"	4827	1275794.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"57"	""	"DR76_RS00325"	70226	71107	1275689	""	""	1	180.990544158464	"Block623"	"CP009072"	68358	73185	0	0	"ATCC"	"DR76_61"	4827	1275794.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"58"	""	"DR76_RS00330"	71206	72255	1276753	""	""	0	34.4823618460243	"Block623"	"CP009072"	68358	73185	0	0	"ATCC"	"DR76_62"	4827	1275794.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"59"	""	"DR76_RS00340"	73190	74278	1278757	""	""	0	60.441815265749	"Block624"	"CP009072"	73188	74300	0	0	"ATCC"	"DR76_64"	1112	1278767	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"60"	""	"DR76_RS00345"	74546	75487	1280039	"rihB"	""	1	40.4128884987687	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_65"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"61"	""	"DR76_RS00350"	75617	76315	1280989	""	""	0	12.4543705355386	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_66"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"62"	""	"DR76_RS00355"	76382	77632	1282030	""	""	1	18.0981796652107	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_67"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"63"	""	"DR76_RS00360"	77726	78664	1283218	""	""	1	25.9035192684345	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_68"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"64"	""	"DR76_RS00365"	78652	79593	1284145	""	""	1	10.7893823988341	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_69"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"65"	""	"DR76_RS00370"	80049	81740	1285917	""	""	1	50.9962995717684	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_70"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"66"	""	"DR76_RS00375"	81757	82695	1287249	""	""	1	32.0275287126782	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_71"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"67"	""	"DR76_RS00380"	82695	83825	1288283	""	""	1	56.7179964761578	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_72"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"68"	""	"DR76_RS00385"	84192	85373	1289805	""	""	0	20.3831795595053	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_74"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"69"	""	"DR76_RS00390"	85370	85624	1290520	""	""	1	16.3519382363124	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_73"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"70"	""	"DR76_RS00395"	85779	86351	1291088	""	""	0	65.9633198735359	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_75"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"71"	""	"DR76_RS00400"	86574	88040	1292330	""	""	0	450.974049939145	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_76"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"72"	""	"DR76_RS00405"	88158	89144	1293674	""	""	0	30.7025467209523	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_77"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"73"	""	"DR76_RS00410"	89183	89896	1294562	""	""	0	15.7580517271161	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_78"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"74"	""	"DR76_RS00415"	90308	90874	1295614	""	""	0	393.073286804605	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_79"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"75"	""	"DR76_RS00420"	91055	92611	1296856	""	""	0	109.865371177682	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_80"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"76"	""	"DR76_RS00425"	92693	94507	1298623	""	""	0	71.6718297853472	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_81"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"77"	""	"DR76_RS00430"	94508	95602	1300078	""	""	0	30.5742933363975	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_82"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"78"	""	"DR76_RS00435"	95602	96627	1301137	""	""	0	41.1860518062591	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_83"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"79"	""	"DR76_RS00440"	96629	98218	1302446	""	""	0	101.375742415644	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_84"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"80"	""	"DR76_RS00445"	98222	98566	1303417	""	""	1	239.973938233054	"Block627"	"CP009072"	74379	98581	0	0	"ATCC"	"DR76_85"	24202	1291503	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"81"	""	"DR76_RS00450"	98900	100090	1304518	""	""	1	87.3470184106468	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_86"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"82"	""	"DR76_RS00455"	100118	100813	1305488	""	""	1	132.800663453334	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_87"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"83"	""	"DR76_RS00460"	100963	102723	1306866	""	""	0	66.6252942121972	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_88"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"84"	""	"DR76_RS00465"	102848	103132	1308013	""	""	0	194.176139355629	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_89"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"85"	""	"DR76_RS00470"	103271	104278	1308797	""	""	1	164.175278660019	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_90"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"86"	""	"DR76_RS00475"	104460	104687	1309596	""	""	0	50.9722290437626	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_91"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"87"	""	"DR76_RS00485"	106542	106618	1311603	""	""	0	12.9252540646066	"Block628"	"CP009072"	98590	106619	0	0	"ATCC"	"DR76_93"	8029	1307627.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"88"	""	"DR76_RS00615"	119175	119432	1324326	""	""	1	0.357111215045599	"Block633"	"CP009072"	119077	120124	0	0	"ATCC"	""	1047	1324623.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"89"	""	"DR76_RS00620"	119464	120111	1324810	""	""	0	34.6857928863643	"Block633"	"CP009072"	119077	120124	0	0	"ATCC"	"DR76_115"	1047	1324623.5	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"90"	""	"DR76_RS00625"	120146	121198	1325695	""	""	1	65.4672631017951	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_116"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"91"	""	"DR76_RS00630"	121195	121752	1326496	""	""	1	32.7635779924576	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_117"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"92"	""	"DR76_RS00635"	121749	123692	1327743	""	""	1	95.7760940803043	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_118"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"93"	""	"DR76_RS00640"	123689	124168	1328951	""	""	1	28.0702164323727	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_119"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"94"	""	"DR76_RS00645"	124165	124374	1329292	""	""	1	5.66015355730528	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_120"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"95"	""	"DR76_RS00650"	124371	125108	1329762	""	""	1	45.2615185133326	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_121"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"96"	""	"DR76_RS00655"	125150	125812	1330504	""	""	1	30.9101063265601	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_122"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"97"	""	"DR76_RS00660"	125809	126432	1331143	""	""	1	40.5138110817309	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_123"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"98"	""	"DR76_RS00665"	126445	127047	1331769	""	""	1	56.5484813741326	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_124"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"99"	""	"DR76_RS00670"	127057	127506	1332304	"napB"	""	1	18.1201548184873	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_125"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"100"	""	"DR76_RS00675"	127503	128366	1332957	""	""	1	19.8996137274573	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_126"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"101"	""	"DR76_RS00680"	128353	129048	1333723	""	""	1	26.2629172214965	"Block636"	"CP009072"	120125	133185	0	0	"ATCC"	"DR76_127"	13060	1331678	4	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
