"gbk_midpoint","HNS_binding"
"212",1857351,1
"213",1859539,1
"214",1869596,1
"215",1871122,1
"216",1872786,1
"217",1873825,1
"218",1878227,1
"219",1879131,1
"220",1879768,1
"221",1893539,1
"222",1894282,1
"223",1900000,1
"224",1905030,1
"225",1907330,1
"226",1908404,1
"227",1945670,1
"228",1946552,1
"229",1947115,1
"230",1957582,1
"231",1958893,1
"232",1962776,1
"233",1978022,1
"234",1980900,1
"235",1988383,1
"236",1989370,1
"237",1995031,1
"238",1996471,1
"239",1997438,1
"240",2000000,1
"241",2023285,1
"242",2024279,1
"243",2024729,1
"244",2036260,1
"245",2038487,1
"246",2039980,1
"247",2040800,1
"248",2054301,1
"249",2055788,1
"250",2057216,1
"251",2060439,1
"252",2100000,1
"253",2100565,1
"254",2128614,1
"255",2129277,1
"256",2130269,1
"257",2136673,1
"258",2138693,1
"259",2152091,1
"260",2166348,1
"261",2168147,1
"262",2169161,1
"263",2172353,1
"264",2174424,1
"265",2174823,1
"266",2187897,1
"267",2191951,1
"268",2200000,1
"269",2205140,1
"270",2233237,1
"271",2233719,1
"272",2239849,1
"273",2254715,1
"274",2255684,1
"275",2260564,1
"276",2268322,1
"277",2300000,1
"278",2304149,1
"279",2312197,1
"280",2342293,1
"281",2350473,1
"282",2364004,1
"283",2365319,1
"284",2381312,1
"285",2387185,1
"286",2400000,1
"287",2406172,1
"288",2455364,1
"289",2456569,1
"290",2461976,1
"291",2465767,1
"292",2482757,1
"293",2484062,1
"294",2486170,1
"295",2491103,1
"296",2492629,1
"297",2495171,1
"298",2500000,1
"299",2575217,1
"300",2591425,1
"301",2600000,1
"302",2627816,1
"303",2630051,1
"304",2635706,1
"305",2652916,1
"306",2699793,1
"307",2700000,1
"308",2742134,1
"309",2742996,1
"310",2796949,1
"311",2797360,1
"312",2797782,1
"313",2798293,1
"314",2799822,1
"315",2800000,1
"316",2803981,1
"317",2805416,1
"318",2858373,1
"319",2860088,1
"320",2887945,1
"321",2898691,1
"322",2899880,1
"323",2900000,1
"324",2901230,1
"325",2902635,1
"326",2906147,1
"327",2916435,1
"328",2933364,1
"329",2934893,1
"330",2981473,1
"331",2983706,1
"332",2985001,1
"333",2986461,1
"334",3000000,1
"335",3004897,1
"336",3006857,1
"337",3014672,1
"338",3017609,1
"339",3079108,1
"340",3084923,1
"341",3097835,1
"342",3099061,1
"343",3100000,1
"344",3137592,1
"345",3146593,1
"346",3171158,1
"347",3172820,1
"348",3184139,1
"349",3184985,1
"350",3191839,1
"351",3192522,1
"352",3200000,1
"353",3206918,1
"354",3224179,1
"355",3225946,1
"356",3226950,1
"357",3228336,1
"358",3251517,1
"359",3252486,1
"360",3264351,1
"361",3265533,1
"362",3266596,1
"363",3274240,1
"364",3276067,1
"365",3283573,1
"366",3284408,1
"367",3285086,1
"368",3300000,1
"369",3400000,1
"370",3412095,1
"371",3412710,1
"372",3414442,1
"373",3418500,1
"374",3437206,1
"375",3438229,1
"376",3466487,1
"377",3466894,1
"378",3498514,1
"379",3499531,1
"380",3500000,1
"381",3540276,1
"382",3541567,1
"383",3581382,1
"384",3585952,1
"385",3597005,1
"386",3600000,1
"387",3635367,1
"388",3636809,1
"389",3654244,1
"390",3655578,1
"391",3656129,1
"392",3656574,1
"393",3657281,1
"394",3658629,1
"395",3659810,1
"396",3664254,1
"397",3665398,1
"398",3668489,1
"399",3670416,1
"400",3671593,1
"401",3672863,1
"402",3696091,1
"403",3697243,1
"404",3700000,1
"405",3701198,1
"406",3719623,1
"407",3727577,1
"408",3731627,1
"409",3732971,1
"410",3757251,1
"411",3758939,1
"412",3761651,1
"413",3770811,1
"414",3776846,1
"415",3788580,1
"416",3790832,1
"417",3800000,1
"418",3838709,1
"419",3839584,1
"420",3840361,1
"421",3860729,1
"422",3889437,1
"423",3900000,1
"424",3907215,1
"425",3922250,1
"426",4000000,1
"427",4003733,1
"428",4043731,1
"429",4044914,1
"430",4046136,1
"431",4077943,1
"432",4079403,1
"433",4086432,1
"434",4100000,1
"435",4112535,1
"436",4113116,1
"437",4133061,1
"438",4173564,1
"439",4174551,1
"440",4200000,1
"441",4231495,1
"442",4232558,1
"443",4234582,1
"444",4267710,1
"445",4269770,1
"446",4276264,1
"447",4277221,1
"448",4300000,1
"449",4336362,1
"450",4337548,1
"451",4348074,1
"452",4349674,1
"453",4351958,1
"454",4352221,1
"455",4361165,1
"456",4368902,1
"457",4384590,1
"458",4400000,1
"459",4409640,1
"460",4410333,1
"461",4410902,1
"462",4411631,1
"463",4412178,1
"464",4412706,1
"465",4420678,1
"466",4428398,1
"467",4468973,1
"468",4477809,1
"469",4479285,1
"470",4482409,1
"471",4500000,1
"472",4554962,1
"473",4563173,1
"474",4600000,1
"475",4602473,1
"476",4603839,1
"477",4604498,1
"478",4605269,1
"479",4700000,1
"480",4800000,1
"481",4900000,1
"482",5000000,1
"483",5100000,1
"484",5200000,1
