"block"	"start"	"end"	"midpoint"	"gbk_start"	"gbk_end"	"gbk_midpoint"	"block_t_stat"	"block_t_confinf1"	"block_t_confinf2"	"block_avg_exp_invert"	"block_avg_exp_noninvert"	"block_avg_len_invert"	"block_avg_len_noninvert"	"inversion"	"rev_comp"	"strain"	"gbk_strand"	"test"	"pvalue"
"29"	"Block615"	30896	41163	1241052.5	37248	37979	1242636	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"30"	"Block615"	30896	41163	1241052.5	37984	38910	1243470	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"31"	"Block615"	30896	41163	1241052.5	38903	40060	1244504	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"32"	"Block615"	30896	41163	1241052.5	40067	40984	1245548	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"33"	"Block616"	41179	45411	1248318	43667	45382	1249547	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"34"	"Block617"	45420	47942	1251704	45421	46353	1250910	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"35"	"Block617"	45420	47942	1251704	46527	47114	1251843	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"36"	"Block617"	45420	47942	1251704	47284	47862	1252596	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"37"	"Block618"	47950	50540	1254268	47982	48743	1253385	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"38"	"Block618"	47950	50540	1254268	48796	50232	1254537	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"39"	"Block618"	47950	50540	1254268	50456	50539	1255520	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"40"	"Block619"	50938	58116	1259550	52115	52513	1257337	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"41"	"Block619"	50938	58116	1259550	52510	53205	1257880	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"42"	"Block619"	50938	58116	1259550	53335	54219	1258800	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"43"	"Block619"	50938	58116	1259550	54369	55088	1259751	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"44"	"Block619"	50938	58116	1259550	55091	55330	1260233	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"45"	"Block619"	50938	58116	1259550	55524	56762	1261166	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"46"	"Block619"	50938	58116	1259550	56756	57991	1262396	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"47"	"Block621"	58182	59897	1264062.5	58234	59244	1263762	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"48"	"Block622"	59925	68356	1269163.5	60841	61839	1266363	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"49"	"Block622"	59925	68356	1269163.5	62119	63159	1267662	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"50"	"Block622"	59925	68356	1269163.5	63149	63352	1268273	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"51"	"Block622"	59925	68356	1269163.5	63301	64458	1268902	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"52"	"Block622"	59925	68356	1269163.5	64475	65143	1269832	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"53"	"Block622"	59925	68356	1269163.5	65297	65473	1270408	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"54"	"Block622"	59925	68356	1269163.5	65401	66237	1270842	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"55"	"Block622"	59925	68356	1269163.5	66269	68260	1272287	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"56"	"Block623"	68358	73185	1275794.5	68552	70021	1274309	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"57"	"Block623"	68358	73185	1275794.5	70226	71107	1275689	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"58"	"Block623"	68358	73185	1275794.5	71206	72255	1276753	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"59"	"Block624"	73188	74300	1278767	73190	74278	1278757	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"60"	"Block627"	74379	98581	1291503	74546	75487	1280039	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"61"	"Block627"	74379	98581	1291503	75617	76315	1280989	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"62"	"Block627"	74379	98581	1291503	76382	77632	1282030	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"63"	"Block627"	74379	98581	1291503	77726	78664	1283218	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"64"	"Block627"	74379	98581	1291503	78652	79593	1284145	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"65"	"Block627"	74379	98581	1291503	80049	81740	1285917	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"66"	"Block627"	74379	98581	1291503	81757	82695	1287249	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"67"	"Block627"	74379	98581	1291503	82695	83825	1288283	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"68"	"Block627"	74379	98581	1291503	84192	85373	1289805	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"69"	"Block627"	74379	98581	1291503	85370	85624	1290520	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"70"	"Block627"	74379	98581	1291503	85779	86351	1291088	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"71"	"Block627"	74379	98581	1291503	86574	88040	1292330	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"72"	"Block627"	74379	98581	1291503	88158	89144	1293674	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"73"	"Block627"	74379	98581	1291503	89183	89896	1294562	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"74"	"Block627"	74379	98581	1291503	90308	90874	1295614	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"75"	"Block627"	74379	98581	1291503	91055	92611	1296856	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"76"	"Block627"	74379	98581	1291503	92693	94507	1298623	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"77"	"Block627"	74379	98581	1291503	94508	95602	1300078	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"78"	"Block627"	74379	98581	1291503	95602	96627	1301137	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"79"	"Block627"	74379	98581	1291503	96629	98218	1302446	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"80"	"Block627"	74379	98581	1291503	98222	98566	1303417	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"81"	"Block628"	98590	106619	1307627.5	98900	100090	1304518	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"82"	"Block628"	98590	106619	1307627.5	100118	100813	1305488	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"83"	"Block628"	98590	106619	1307627.5	100963	102723	1306866	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"84"	"Block628"	98590	106619	1307627.5	102848	103132	1308013	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"85"	"Block628"	98590	106619	1307627.5	103271	104278	1308797	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"86"	"Block628"	98590	106619	1307627.5	104460	104687	1309596	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"87"	"Block628"	98590	106619	1307627.5	106542	106618	1311603	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"88"	"Block633"	119077	120124	1324623.5	119175	119432	1324326	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"89"	"Block633"	119077	120124	1324623.5	119464	120111	1324810	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"90"	"Block636"	120125	133185	1331678	120146	121198	1325695	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"91"	"Block636"	120125	133185	1331678	121195	121752	1326496	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"92"	"Block636"	120125	133185	1331678	121749	123692	1327743	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"93"	"Block636"	120125	133185	1331678	123689	124168	1328951	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"94"	"Block636"	120125	133185	1331678	124165	124374	1329292	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"95"	"Block636"	120125	133185	1331678	124371	125108	1329762	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"96"	"Block636"	120125	133185	1331678	125150	125812	1330504	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"97"	"Block636"	120125	133185	1331678	125809	126432	1331143	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"98"	"Block636"	120125	133185	1331678	126445	127047	1331769	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"99"	"Block636"	120125	133185	1331678	127057	127506	1332304	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"100"	"Block636"	120125	133185	1331678	127503	128366	1332957	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"101"	"Block636"	120125	133185	1331678	128353	129048	1333723	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"102"	"Block636"	120125	133185	1331678	129055	131541	1335321	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"103"	"Block636"	120125	133185	1331678	131538	131801	1336692	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"104"	"Block636"	120125	133185	1331678	131791	132285	1337061	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"105"	"Block636"	120125	133185	1331678	132385	132558	1337494	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"106"	"Block636"	120125	133185	1331678	132693	133181	1337960	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"107"	"Block637"	133236	140045	1341663.5	133331	134977	1339177	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"108"	"Block637"	133236	140045	1341663.5	135195	136838	1341039	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"109"	"Block637"	133236	140045	1341663.5	136914	137564	1342262	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"110"	"Block637"	133236	140045	1341663.5	137564	138628	1343119	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"111"	"Block637"	133236	140045	1341663.5	138702	139757	1344252	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"112"	"Block641"	140481	145164	1347845.5	141735	144407	1348094	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"113"	"Block641"	140481	145164	1347845.5	144424	145074	1349772	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"114"	"Block643"	145166	168434	1361823	148176	150002	1354112	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"115"	"Block643"	145166	168434	1361823	149999	151384	1355714	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"116"	"Block643"	145166	168434	1361823	151580	152242	1356934	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"117"	"Block643"	145166	168434	1361823	152242	152892	1357590	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"118"	"Block643"	145166	168434	1361823	152889	154211	1358573	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"119"	"Block643"	145166	168434	1361823	154242	155426	1359857	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"120"	"Block643"	145166	168434	1361823	155500	156276	1360911	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"121"	"Block643"	145166	168434	1361823	156281	157930	1362128	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"122"	"Block643"	145166	168434	1361823	157931	162550	1365263	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"123"	"Block643"	145166	168434	1361823	162469	163092	1367803	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"124"	"Block643"	145166	168434	1361823	163089	164777	1368956	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"125"	"Block643"	145166	168434	1361823	164926	167553	1371262	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"126"	"Block643"	145166	168434	1361823	167700	168422	1373084	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"127"	"Block644"	168457	172345	1375424	168562	172320	1375464	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"128"	"Block646"	172983	175310	1379169.5	173003	175288	1379168	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"129"	"Block647"	175452	177580	1381539	175478	176608	1381066	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"130"	"Block647"	175452	177580	1381539	176608	176862	1381758	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"131"	"Block647"	175452	177580	1381539	176916	177566	1382264	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"132"	"Block649"	177751	185497	1386647	177769	178845	1383330	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"133"	"Block649"	177751	185497	1386647	178850	180208	1384552	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"134"	"Block649"	177751	185497	1386647	180481	182109	1386318	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"135"	"Block649"	177751	185497	1386647	182099	183358	1387751	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"136"	"Block649"	177751	185497	1386647	183355	184545	1388973	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"137"	"Block652"	185596	210169	1402905.5	185705	186508	1391129	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"138"	"Block652"	185596	210169	1402905.5	186526	187815	1392193	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"139"	"Block652"	185596	210169	1402905.5	187872	189077	1393497	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"140"	"Block652"	185596	210169	1402905.5	189092	189874	1394506	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"141"	"Block652"	185596	210169	1402905.5	190094	191296	1395718	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"142"	"Block652"	185596	210169	1402905.5	191396	191938	1396690	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"143"	"Block652"	185596	210169	1402905.5	192217	192642	1397452	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"144"	"Block652"	185596	210169	1402905.5	192681	193283	1398005	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	1	"block_w_pvalue"	1
"145"	"Block652"	185596	210169	1402905.5	193591	194730	1399183	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"146"	"Block652"	185596	210169	1402905.5	194734	195702	1400241	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"147"	"Block652"	185596	210169	1402905.5	195702	197684	1401716	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
"148"	"Block652"	185596	210169	1402905.5	197681	198571	1403149	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	0	0	"ATCC"	0	"block_w_pvalue"	1
