Control_rep1,Control_rep2,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE40313_1,GSE40313_2,GSE54199_DNA,GSE54199_RNA,GSE60522_1,GSE60522_2,GSE60522_3,Locus_tag,Single_block,block,block_by_end,block_by_start,block_order,diff,end,gbk_end,gbk_gene_id,gbk_locus_tag,gbk_midpoint,gbk_old_locus_tag,gbk_start,gbk_strand,gene_id,inversion,overlaps,raw_exp,replicates,rev_comp,start,strain,taxa
4408.0,11122.0,,,,,,,,,,,,ECDH10B_0027,True,Block9,Block9,Block9,9.0,1164.0,25674,25207,ileS,ECDH10B_RS00125,23799,,22391,0,ileS_locusTag_ECDH10B_0027,0.0,False,,,0,20761,K12DH,NC_010473
253.0,575.0,,,,,,,,,,,,ECDH10B_0029,True,Block10,Block10,Block10,10.0,3.0,28193,26275,fkpB,ECDH10B_RS00135,26050,,25826,0,fkpB_locusTag_ECDH10B_0029,0.0,False,,,0,25677,K12DH,NC_010473
541.0,1044.0,,,,,,,,,,,,ECDH10B_0030,True,Block10,Block10,Block10,10.0,3.0,28193,27227,ispH,ECDH10B_RS00140,26752,,26277,0,ispH_locusTag_ECDH10B_0030,0.0,False,,,0,25677,K12DH,NC_010473
401.0,1554.0,,,,,,,,,,,,ECDH10B_0032,True,Block11,Block11,Block11,11.0,51.0,34713,29195,dapB,ECDH10B_RS00150,28784,,28374,0,dapB_locusTag_ECDH10B_0032,0.0,False,,,0,28244,K12DH,NC_010473
102.0,358.0,,,,,,,,,,,,ECDH10B_0033,True,Block11,Block11,Block11,11.0,51.0,34713,30799,,ECDH10B_RS00165,30225,,29651,0,carA_locusTag_ECDH10B_0033,0.0,False,,,0,28244,K12DH,NC_010473
265.0,884.0,,,,,,,,,,,,ECDH10B_0034,True,Block11,Block11,Block11,11.0,51.0,34713,34038,carB,ECDH10B_RS00170,32427,,30817,0,carB_locusTag_ECDH10B_0034,0.0,False,,,0,28244,K12DH,NC_010473
17.0,130.0,,,,,,,,,,,,ECDH10B_0035,True,Block11,Block11,Block11,11.0,51.0,34713,34695,caiF,ECDH10B_RS00180,34497,,34300,0,caiF_locusTag_ECDH10B_0035,0.0,False,,,0,28244,K12DH,NC_010473
4.0,14.0,,,,,,,,,,,,ECDH10B_0036,True,Block12,Block12,Block12,12.0,55.0,44143,35371,caiE,ECDH10B_RS00185,35076,,34781,1,caiE_locusTag_ECDH10B_0036,0.0,False,,,0,34768,K12DH,NC_010473
7.0,11.0,,,,,,,,,,,,ECDH10B_0037,True,Block12,Block12,Block12,12.0,55.0,44143,36162,caiD,ECDH10B_RS00190,35769,,35377,1,caiD_locusTag_ECDH10B_0037,0.0,False,,,0,34768,K12DH,NC_010473
11.0,58.0,,,,,,,,,,,,ECDH10B_0038,True,Block12,Block12,Block12,12.0,55.0,44143,37824,caiC,ECDH10B_RS00195,37047,,36271,1,caiC_locusTag_ECDH10B_0038,0.0,False,,,0,34768,K12DH,NC_010473
27.0,91.0,,,,,,,,,,,,ECDH10B_0039,True,Block12,Block12,Block12,12.0,55.0,44143,39115,caiB,ECDH10B_RS00200,38506,,37898,1,caiB_locusTag_ECDH10B_0039,0.0,False,,,0,34768,K12DH,NC_010473
39.0,174.0,,,,,,,,,,,,ECDH10B_0040,True,Block12,Block12,Block12,12.0,55.0,44143,40386,caiA,ECDH10B_RS00205,39815,,39244,1,caiA_locusTag_ECDH10B_0040,0.0,False,,,0,34768,K12DH,NC_010473
6.0,29.0,,,,,,,,,,,,ECDH10B_0041,True,Block12,Block12,Block12,12.0,55.0,44143,41931,,ECDH10B_RS00210,41174,,40417,1,caiT_locusTag_ECDH10B_0041,0.0,False,,,0,34768,K12DH,NC_010473
3.0,12.0,,,,,,,,,,,,ECDH10B_0042,True,Block12,Block12,Block12,12.0,55.0,44143,43173,,ECDH10B_RS00215,42788,,42403,0,fixA_locusTag_ECDH10B_0042,0.0,False,,,0,34768,K12DH,NC_010473
2.0,12.0,,,,,,,,,,,,ECDH10B_0043,True,Block12,Block12,Block12,12.0,55.0,44143,44129,,ECDH10B_RS00220,43658,,43188,0,fixB_locusTag_ECDH10B_0043,0.0,False,,,0,34768,K12DH,NC_010473
7.0,12.0,,,,,,,,,,,,ECDH10B_0044,True,Block13,Block13,Block13,13.0,29.0,45802,45466,,ECDH10B_RS00225,44823,,44180,0,fixC_locusTag_ECDH10B_0044,0.0,False,,,0,44172,K12DH,NC_010473
0.0,0.0,,,,,,,,,,,,ECDH10B_0045,True,Block13,Block13,Block13,13.0,29.0,45802,45750,fixX,ECDH10B_RS00230,45606,,45463,0,fixX_locusTag_ECDH10B_0045,0.0,False,,,0,44172,K12DH,NC_010473
1.0,10.0,,,,,,,,,,,,ECDH10B_0046,True,Block14,Block14,Block14,14.0,2.0,50310,47138,,ECDH10B_RS00235,46472,,45807,0,yaaU_locusTag_ECDH10B_0046,0.0,False,,,0,45804,K12DH,NC_010473
4.0,32.0,,,,,,,,,,,,ECDH10B_0047,True,Block14,Block14,Block14,14.0,2.0,50310,47776,kefF,ECDH10B_RS00240,47511,,47246,0,kefF_locusTag_ECDH10B_0047,0.0,False,,,0,45804,K12DH,NC_010473
64.0,163.0,,,,,,,,,,,,ECDH10B_0048,True,Block14,Block14,Block14,14.0,2.0,50310,49631,kefC,ECDH10B_RS00245,48700,,47769,0,kefC_locusTag_ECDH10B_0048,0.0,False,,,0,45804,K12DH,NC_010473
327.0,609.0,,,,,,,,,,,,ECDH10B_0049,True,Block14,Block14,Block14,14.0,2.0,50310,50302,folA,ECDH10B_RS00250,50062,,49823,0,folA_locusTag_ECDH10B_0049,0.0,False,,,0,45804,K12DH,NC_010473
86.0,158.0,,,,,,,,,,,,ECDH10B_0051,True,Block15,Block15,Block15,15.0,97.0,58176,51606,apaG,ECDH10B_RS00260,51417,,51229,1,apaG_locusTag_ECDH10B_0051,0.0,False,,,0,50407,K12DH,NC_010473
511.0,1034.0,,,,,,,,,,,,ECDH10B_0052,True,Block15,Block15,Block15,15.0,97.0,58176,52430,rsmA,ECDH10B_RS00265,52019,,51609,1,ksgA_locusTag_ECDH10B_0052,0.0,False,,,0,50407,K12DH,NC_010473
227.0,499.0,,,,,,,,,,,,ECDH10B_0053,True,Block15,Block15,Block15,15.0,97.0,58176,53416,pdxA,ECDH10B_RS00270,52921,,52427,1,pdxA_locusTag_ECDH10B_0053,0.0,False,,,0,50407,K12DH,NC_010473
1359.0,3776.0,,,,,,,,,,,,ECDH10B_0054,True,Block15,Block15,Block15,15.0,97.0,58176,54702,surA,ECDH10B_RS00275,54059,,53416,1,surA_locusTag_ECDH10B_0054,0.0,False,,,0,50407,K12DH,NC_010473
2453.0,7183.0,,,,,,,,,,,,ECDH10B_0055,True,Block15,Block15,Block15,15.0,97.0,58176,57109,lptD,ECDH10B_RS00280,55932,,54755,1,imp_locusTag_ECDH10B_0055,0.0,False,,,0,50407,K12DH,NC_010473
7.0,46.0,,,,,,,,,,,,ECDH10B_0061,True,Block16,Block16,Block16,16.0,1527.0,62377,62376,rapA,ECDH10B_RS00300,61367,,60358,1,hepA_locusTag_ECDH10B_0061,0.0,False,,,0,59703,K12DH,NC_010473
3.0,15.0,,,,,,,,,,,,ECDH10B_0062,True,Block18,Block18,Block18,17.0,1.0,85550,63136,cra,ECDH10B_RS00305,62758,,62381,0,fruR_locusTag_ECDH10B_0062,0.0,False,,,0,62378,K12DH,NC_010473
288.0,725.0,,,,,,,,,,,,ECDH10B_0063,True,Block18,Block18,Block18,17.0,1.0,85550,64196,mraZ,ECDH10B_RS00310,63967,,63738,0,mraZ_locusTag_ECDH10B_0063,0.0,False,,,0,62378,K12DH,NC_010473
324.0,932.0,,,,,,,,,,,,ECDH10B_0064,True,Block18,Block18,Block18,17.0,1.0,85550,65139,rsmH,ECDH10B_RS00315,64668,,64198,0,mraW_locusTag_ECDH10B_0064,0.0,False,,,0,62378,K12DH,NC_010473
16.0,77.0,,,,,,,,,,,,ECDH10B_0065,True,Block18,Block18,Block18,17.0,1.0,85550,65501,ftsL,ECDH10B_RS00320,65318,,65136,0,ftsL_locusTag_ECDH10B_0065,0.0,False,,,0,62378,K12DH,NC_010473
156.0,638.0,,,,,,,,,,,,ECDH10B_0066,True,Block18,Block18,Block18,17.0,1.0,85550,67283,,ECDH10B_RS00325,66400,,65517,0,ftsI_locusTag_ECDH10B_0066,0.0,False,,,0,62378,K12DH,NC_010473
425.0,779.0,,,,,,,,,,,,ECDH10B_0067,True,Block18,Block18,Block18,17.0,1.0,85550,68757,murE,ECDH10B_RS00330,68013,,67270,0,murE_locusTag_ECDH10B_0067,0.0,False,,,0,62378,K12DH,NC_010473
326.0,741.0,,,,,,,,,,,,ECDH10B_0068,True,Block18,Block18,Block18,17.0,1.0,85550,70112,murF,ECDH10B_RS00335,69433,,68754,0,murF_locusTag_ECDH10B_0068,0.0,False,,,0,62378,K12DH,NC_010473
322.0,404.0,,,,,,,,,,,,ECDH10B_0069,True,Block18,Block18,Block18,17.0,1.0,85550,71188,mraY,ECDH10B_RS00340,70647,,70106,0,mraY_locusTag_ECDH10B_0069,0.0,False,,,0,62378,K12DH,NC_010473
380.0,666.0,,,,,,,,,,,,ECDH10B_0070,True,Block18,Block18,Block18,17.0,1.0,85550,72507,murD,ECDH10B_RS00345,71849,,71191,0,murD_locusTag_ECDH10B_0070,0.0,False,,,0,62378,K12DH,NC_010473
268.0,355.0,,,,,,,,,,,,ECDH10B_0071,True,Block18,Block18,Block18,17.0,1.0,85550,73751,ftsW,ECDH10B_RS00350,73129,,72507,0,ftsW_locusTag_ECDH10B_0071,0.0,False,,,0,62378,K12DH,NC_010473
262.0,464.0,,,,,,,,,,,,ECDH10B_0072,True,Block18,Block18,Block18,17.0,1.0,85550,74815,murG,ECDH10B_RS00355,74281,,73748,0,murG_locusTag_ECDH10B_0072,0.0,False,,,0,62378,K12DH,NC_010473
455.0,1073.0,,,,,,,,,,,,ECDH10B_0073,True,Block18,Block18,Block18,17.0,1.0,85550,76344,murC,ECDH10B_RS00360,75606,,74869,0,murC_locusTag_ECDH10B_0073,0.0,False,,,0,62378,K12DH,NC_010473
451.0,807.0,,,,,,,,,,,,ECDH10B_0074,True,Block18,Block18,Block18,17.0,1.0,85550,77257,,ECDH10B_RS00365,76797,,76337,0,ddl_locusTag_ECDH10B_0074,0.0,False,,,0,62378,K12DH,NC_010473
325.0,771.0,,,,,,,,,,,,ECDH10B_0075,True,Block18,Block18,Block18,17.0,1.0,85550,78089,ftsQ,ECDH10B_RS00370,77674,,77259,0,ftsQ_locusTag_ECDH10B_0075,0.0,False,,,0,62378,K12DH,NC_010473
680.0,1680.0,,,,,,,,,,,,ECDH10B_0076,True,Block18,Block18,Block18,17.0,1.0,85550,79348,ftsA,ECDH10B_RS00375,78717,,78086,0,ftsA_locusTag_ECDH10B_0076,0.0,False,,,0,62378,K12DH,NC_010473
2511.0,8424.0,,,,,,,,,,,,ECDH10B_0077,True,Block18,Block18,Block18,17.0,1.0,85550,80560,ftsZ,ECDH10B_RS00380,79984,,79409,0,ftsZ_locusTag_ECDH10B_0077,0.0,False,,,0,62378,K12DH,NC_010473
4371.0,21145.0,,,,,,,,,,,,ECDH10B_0078,True,Block18,Block18,Block18,17.0,1.0,85550,81578,lpxC,ECDH10B_RS00385,81119,,80661,0,lpxC_locusTag_ECDH10B_0078,0.0,False,,,0,62378,K12DH,NC_010473
418.0,1634.0,,,,,,,,,,,,ECDH10B_0079,True,Block18,Block18,Block18,17.0,1.0,85550,82321,secM,ECDH10B_RS00390,82065,,81809,0,secM_locusTag_ECDH10B_0079,0.0,False,,,0,62378,K12DH,NC_010473
3591.0,10841.0,,,,,,,,,,,,ECDH10B_0080,True,Block18,Block18,Block18,17.0,1.0,85550,85088,secA,ECDH10B_RS00395,83735,,82383,0,secA_locusTag_ECDH10B_0080,0.0,False,,,0,62378,K12DH,NC_010473
117.0,189.0,,,,,,,,,,,,ECDH10B_0081,True,Block18,Block18,Block18,17.0,1.0,85550,85537,mutT,ECDH10B_RS00400,85342,,85148,0,mutT_locusTag_ECDH10B_0081,0.0,False,,,0,62378,K12DH,NC_010473
25.0,123.0,,,,,,,,,,,,ECDH10B_0082,True,Block22,Block22,Block22,21.0,15.0,95665,85950,yacG,ECDH10B_RS00410,85851,,85753,1,yacG_locusTag_ECDH10B_0082,0.0,False,,,0,85748,K12DH,NC_010473
139.0,317.0,,,,,,,,,,,,ECDH10B_0083,True,Block22,Block22,Block22,21.0,15.0,95665,86703,zapD,ECDH10B_RS00415,86331,,85960,1,yacF_locusTag_ECDH10B_0083,0.0,False,,,0,85748,K12DH,NC_010473
57.0,163.0,,,,,,,,,,,,ECDH10B_0084,True,Block22,Block22,Block22,21.0,15.0,95665,87323,coaE,ECDH10B_RS00420,87013,,86703,1,coaE_locusTag_ECDH10B_0084,0.0,False,,,0,85748,K12DH,NC_010473
358.0,2233.0,,,,,,,,,,,,ECDH10B_0085,True,Block22,Block22,Block22,21.0,15.0,95665,88591,guaC,ECDH10B_RS00425,88069,,87548,0,guaC_locusTag_ECDH10B_0085,0.0,False,,,0,85748,K12DH,NC_010473
16.0,36.0,,,,,,,,,,,,ECDH10B_0086,True,Block22,Block22,Block22,21.0,15.0,95665,89828,hofC,ECDH10B_RS00430,89227,,88626,1,hofC_locusTag_ECDH10B_0086,0.0,False,,,0,85748,K12DH,NC_010473
47.0,143.0,,,,,,,,,,,,ECDH10B_0087,True,Block22,Block22,Block22,21.0,15.0,95665,91203,gspE,ECDH10B_RS00435,90510,,89818,1,hofB_locusTag_ECDH10B_0087,0.0,False,,,0,85748,K12DH,NC_010473
3.0,16.0,,,,,,,,,,,,ECDH10B_0088,True,Block22,Block22,Block22,21.0,15.0,95665,91653,ppdD,ECDH10B_RS00440,91433,,91213,1,ppdD_locusTag_ECDH10B_0088,0.0,False,,,0,85748,K12DH,NC_010473
488.0,1616.0,,,,,,,,,,,,ECDH10B_0089,True,Block22,Block22,Block22,21.0,15.0,95665,92749,nadC,ECDH10B_RS00450,92302,,91856,1,nadC_locusTag_ECDH10B_0089,0.0,False,,,0,85748,K12DH,NC_010473
129.0,572.0,,,,,,,,,,,,ECDH10B_0090,True,Block22,Block22,Block22,21.0,15.0,95665,93388,ampD,ECDH10B_RS00455,93112,,92837,0,ampD_locusTag_ECDH10B_0090,0.0,False,,,0,85748,K12DH,NC_010473
174.0,747.0,,,,,,,,,,,,ECDH10B_0091,True,Block22,Block22,Block22,21.0,15.0,95665,94239,ampE,ECDH10B_RS00460,93812,,93385,0,ampE_locusTag_ECDH10B_0091,0.0,False,,,0,85748,K12DH,NC_010473
324.0,839.0,,,,,,,,,,,,ECDH10B_0092,True,Block22,Block22,Block22,21.0,15.0,95665,95655,aroP,ECDH10B_RS00465,94968,,94282,1,aroP_locusTag_ECDH10B_0092,0.0,False,,,0,85748,K12DH,NC_010473
899.0,1821.0,,,,,,,,,,,,ECDH10B_0093,True,Block24,Block24,Block24,23.0,117.0,101838,96960,pdhR,ECDH10B_RS00470,96578,,96196,0,pdhR_locusTag_ECDH10B_0093,0.0,False,,,0,95847,K12DH,NC_010473
23463.0,67925.0,,,,,,,,,,,,ECDH10B_0094,True,Block24,Block24,Block24,23.0,117.0,101838,99784,aceE,ECDH10B_RS00475,98452,,97121,0,aceE_locusTag_ECDH10B_0094,0.0,False,,,0,95847,K12DH,NC_010473
18863.0,49206.0,,,,,,,,,,,,ECDH10B_0095,True,Block24,Block24,Block24,23.0,117.0,101838,101691,aceF,ECDH10B_RS00480,100745,,99799,0,aceF_locusTag_ECDH10B_0095,0.0,False,,,0,95847,K12DH,NC_010473
15434.0,38263.0,,,,,,,,,,,,ECDH10B_0096,True,Block26,Block26,Block26,25.0,46.0,103466,103440,lpdA,ECDH10B_RS00485,102728,,102016,0,lpd_locusTag_ECDH10B_0096,0.0,False,,,0,101986,K12DH,NC_010473
10202.0,29218.0,,,,,,,,,,,,ECDH10B_0098,True,Block29,Block29,Block29,28.0,2.0,112777,108316,acnB,ECDH10B_RS00495,107017,,105719,0,acnB_locusTag_ECDH10B_0098,0.0,False,,,0,104422,K12DH,NC_010473
557.0,1629.0,,,,,,,,,,,,ECDH10B_0099,True,Block29,Block29,Block29,28.0,2.0,112777,108854,,ECDH10B_RS00500,108673,,108492,0,yacL_locusTag_ECDH10B_0099,0.0,False,,,0,104422,K12DH,NC_010473
860.0,2032.0,,,,,,,,,,,,ECDH10B_0100,True,Block29,Block29,Block29,28.0,2.0,112777,109686,speD,ECDH10B_RS00505,109289,,108892,1,speD_locusTag_ECDH10B_0100,0.0,False,,,0,104422,K12DH,NC_010473
689.0,1978.0,,,,,,,,,,,,ECDH10B_0101,True,Block29,Block29,Block29,28.0,2.0,112777,110568,speE,ECDH10B_RS00510,110135,,109702,1,speE_locusTag_ECDH10B_0101,0.0,False,,,0,104422,K12DH,NC_010473
143.0,429.0,,,,,,,,,,,,ECDH10B_0102,True,Block29,Block29,Block29,28.0,2.0,112777,111021,,ECDH10B_RS00515,110847,,110674,1,yacC_locusTag_ECDH10B_0102,0.0,False,,,0,104422,K12DH,NC_010473
280.0,2624.0,,,,,,,,,,,,ECDH10B_0103,True,Block29,Block29,Block29,28.0,2.0,112777,112737,cueO,ECDH10B_RS00520,111962,,111187,0,cueO_locusTag_ECDH10B_0103,0.0,False,,,0,104422,K12DH,NC_010473
282.0,424.0,,,,,,,,,,,,ECDH10B_0104,True,Block31,Block31,Block31,30.0,4.0,121822,115329,,ECDH10B_RS00525,114134,,112939,1,gcd_locusTag_ECDH10B_0104,0.0,False,,,0,112910,K12DH,NC_010473
650.0,1411.0,,,,,,,,,,,,ECDH10B_0105,True,Block31,Block31,Block31,30.0,4.0,121822,116071,hpt,ECDH10B_RS00530,115803,,115535,0,hpt_locusTag_ECDH10B_0105,0.0,False,,,0,112910,K12DH,NC_010473
1291.0,1944.0,,,,,,,,,,,,ECDH10B_0106,True,Block31,Block31,Block31,30.0,4.0,121822,116774,can,ECDH10B_RS00535,116443,,116112,1,can_locusTag_ECDH10B_0106,0.0,False,,,0,112910,K12DH,NC_010473
295.0,849.0,,,,,,,,,,,,ECDH10B_0107,True,Block31,Block31,Block31,30.0,4.0,121822,117809,,ECDH10B_RS00540,117346,,116883,0,yadG_locusTag_ECDH10B_0107,0.0,False,,,0,112910,K12DH,NC_010473
176.0,555.0,,,,,,,,,,,,ECDH10B_0108,True,Block31,Block31,Block31,30.0,4.0,121822,118576,,ECDH10B_RS00545,118191,,117806,0,yadH_locusTag_ECDH10B_0108,0.0,False,,,0,112910,K12DH,NC_010473
56.0,628.0,,,,,,,,,,,,ECDH10B_0109,True,Block31,Block31,Block31,30.0,4.0,121822,119121,,ECDH10B_RS00550,118901,,118681,0,yadI_locusTag_ECDH10B_0109,0.0,False,,,0,112910,K12DH,NC_010473
91.0,255.0,,,,,,,,,,,,ECDH10B_0110,True,Block31,Block31,Block31,30.0,4.0,121822,120414,,ECDH10B_RS00555,119799,,119185,0,yadE_locusTag_ECDH10B_0110,0.0,False,,,0,112910,K12DH,NC_010473
903.0,2718.0,,,,,,,,,,,,ECDH10B_0111,True,Block31,Block31,Block31,30.0,4.0,121822,120798,panD,ECDH10B_RS00560,120608,,120418,1,panD_locusTag_ECDH10B_0111,0.0,False,,,0,112910,K12DH,NC_010473
786.0,3061.0,,,,,,,,,,,,ECDH10B_0113,True,Block35,Block35,Block35,34.0,56.0,124885,122899,panC,ECDH10B_RS00570,122473,,122048,1,panC_locusTag_ECDH10B_0113,0.0,False,,,0,122010,K12DH,NC_010473
769.0,2868.0,,,,,,,,,,,,ECDH10B_0114,True,Block35,Block35,Block35,34.0,56.0,124885,123705,panB,ECDH10B_RS00575,123308,,122911,1,panB_locusTag_ECDH10B_0114,0.0,False,,,0,122010,K12DH,NC_010473
1.0,1.0,,,,,,,,,,,,ECDH10B_0116,True,Block36,Block36,Block36,35.0,121.0,127781,125703,,ECDH10B_RS00585,125405,,125107,1,yadK_locusTag_ECDH10B_0116,0.0,False,,,0,125006,K12DH,NC_010473
2.0,2.0,,,,,,,,,,,,ECDH10B_0117,True,Block36,Block36,Block36,35.0,121.0,127781,126335,yadL,ECDH10B_RS00590,126032,,125730,1,yadL_locusTag_ECDH10B_0117,0.0,False,,,0,125006,K12DH,NC_010473
1.0,2.0,,,,,,,,,,,,ECDH10B_0118,True,Block36,Block36,Block36,35.0,121.0,127781,126916,,ECDH10B_RS00595,126631,,126347,1,yadM_locusTag_ECDH10B_0118,0.0,False,,,0,125006,K12DH,NC_010473
1.0,4.0,,,,,,,,,,,,ECDH10B_0120,True,Block38,Block38,Block38,37.0,35.0,130343,130305,,ECDH10B_RS00605,129935,,129565,1,ecpD_locusTag_ECDH10B_0120,0.0,False,,,0,129522,K12DH,NC_010473
40.0,80.0,,,,,,,,,,,,ECDH10B_0122,True,Block41,Block41,Block41,40.0,334.0,138635,131836,folK,ECDH10B_RS00615,131596,,131357,1,folK_locusTag_ECDH10B_0122,0.0,False,,,0,131330,K12DH,NC_010473
853.0,2115.0,,,,,,,,,,,,ECDH10B_0123,True,Block41,Block41,Block41,40.0,334.0,138635,133251,pcnB,ECDH10B_RS00620,132542,,131833,1,pcnB_locusTag_ECDH10B_0123,0.0,False,,,0,131330,K12DH,NC_010473
50.0,108.0,,,,,,,,,,,,ECDH10B_0124,True,Block41,Block41,Block41,40.0,334.0,138635,134216,gluQRS,ECDH10B_RS00625,133753,,133290,1,yadB_locusTag_ECDH10B_0124,0.0,False,,,0,131330,K12DH,NC_010473
1580.0,4634.0,,,,,,,,,,,,ECDH10B_0125,True,Block41,Block41,Block41,40.0,334.0,138635,134708,,ECDH10B_RS00630,134480,,134253,1,dksA_locusTag_ECDH10B_0125,0.0,False,,,0,131330,K12DH,NC_010473
317.0,1296.0,,,,,,,,,,,,ECDH10B_0126,True,Block41,Block41,Block41,40.0,334.0,138635,135590,sfsA,ECDH10B_RS00635,135238,,134886,1,sfsA_locusTag_ECDH10B_0126,0.0,False,,,0,131330,K12DH,NC_010473
58.0,122.0,,,,,,,,,,,,ECDH10B_0127,True,Block41,Block41,Block41,40.0,334.0,138635,136135,thpR,ECDH10B_RS00640,135870,,135605,1,ligT_locusTag_ECDH10B_0127,0.0,False,,,0,131330,K12DH,NC_010473
939.0,2359.0,,,,,,,,,,,,ECDH10B_0129,True,Block42,Block42,Block42,41.0,118.0,142614,141368,mrcB,ECDH10B_RS00655,140101,,138834,0,mrcB_locusTag_ECDH10B_0129,0.0,False,,,0,138753,K12DH,NC_010473
25.0,100.0,,,,,,,,,,,,ECDH10B_0131,True,Block43,Block43,Block43,42.0,117.0,147549,144679,fhuC,ECDH10B_RS00665,144280,,143882,0,fhuC_locusTag_ECDH10B_0131,0.0,False,,,0,142731,K12DH,NC_010473
14.0,27.0,,,,,,,,,,,,ECDH10B_0132,True,Block43,Block43,Block43,42.0,117.0,147549,145569,fhuD,ECDH10B_RS00670,145124,,144679,0,fhuD_locusTag_ECDH10B_0132,0.0,False,,,0,142731,K12DH,NC_010473
