gbk_start	gbk_end	gbk_midpoint	gbk_gene_id	gbk_locus_tag	gbk_old_locus_tag	gbk_strand
2258516	2258591	2258553	NA	C_RS11585	c5548	1
2260925	2261000	2260962	NA	C_RS11600	c5549	1
2262749	2262824	2262786	NA	C_RS11610	c5550	0
2576748	2576824	2576786	NA	C_RS12930	c5551	0
2746725	2746799	2746762	NA	C_RS13720	c5552	0
2799076	2799151	2799113	NA	C_RS13910	c5553	1
2799191	2799266	2799228	NA	C_RS13915	c5554	1
2801965	2802040	2802002	NA	C_RS13935	c5555	0
2802084	2802159	2802121	NA	C_RS13940	c5556	0
2802206	2802281	2802243	NA	C_RS13945	c5557	0
2802286	2802361	2802323	NA	C_RS13950	c5558	0
2988762	2988877	2988819	rrf	C_RS14785	c5615	1
2988961	2991886	2990423	NA	C_RS14790	c5616	1
2992062	2992137	2992099	NA	C_RS14795	c5559	1
2992297	2993859	2993078	NA	C_RS14800	c5617	1
3018179	3018541	3018360	ssrA	C_RS26000	NA	0
3100380	3100456	3100418	NA	C_RS15425	c5560	1
3100520	3100596	3100558	NA	C_RS15430	c5561	1
3100659	3100735	3100697	NA	C_RS15435	c5562	1
3100798	3100874	3100836	NA	C_RS15440	c5563	1
3100939	3101015	3100977	NA	C_RS15445	c5564	1
3101019	3101111	3101065	NA	C_RS15450	c5565	1
3222091	3222167	3222129	NA	C_RS16050	c5566	0
3222201	3222277	3222239	NA	C_RS16055	c5567	0
3222311	3222387	3222349	NA	C_RS16060	c5568	0
3295426	3295499	3295462	NA	C_RS16345	c5569	1
3351935	3352118	3352026	ssrS	C_RS26005	NA	0
3406225	3406300	3406262	NA	C_RS16880	c5570	0
3656193	3656268	3656230	NA	C_RS18165	c5571	0
3707535	3707911	3707723	rnpB	C_RS26015	NA	1
3751846	3751922	3751884	NA	C_RS18630	c5572	1
3755703	3755789	3755746	NA	C_RS18645	c5573	1
3855026	3855141	3855083	rrf	C_RS19150	c5618	1
3855219	3858149	3856684	NA	C_RS19155	c5619	1
3858429	3858504	3858466	NA	C_RS19160	c5574	1
3858578	3860131	3859354	NA	C_RS19165	c5620	1
4147653	4147729	4147691	NA	C_RS20620	c5575	1
4274308	4274402	4274355	NA	C_RS21200	c5576	0
4442840	4444394	4443617	NA	C_RS22080	c5603	0
4444468	4444543	4444505	NA	C_RS22085	c5577	0
4444728	4447656	4446192	NA	C_RS22090	c5604	0
4447740	4447855	4447797	rrf	C_RS22095	c5605	0
4447909	4447985	4447947	NA	C_RS22100	c5578	0
4447994	4448069	4448031	NA	C_RS22105	c5579	0
4482539	4482615	4482577	NA	C_RS22270	c5580	0
4482674	4482749	4482711	NA	C_RS22275	c5581	0
4482770	4482856	4482813	NA	C_RS22280	c5582	0
4482899	4482975	4482937	NA	C_RS22285	c5583	0
4561194	4562748	4561971	NA	C_RS22665	c5606	0
4562805	4562881	4562843	NA	C_RS22670	c5584	0
4562924	4562999	4562961	NA	C_RS22675	c5585	0
4563165	4566093	4564629	NA	C_RS22680	c5607	0
4566177	4566292	4566234	rrf	C_RS22685	c5608	0
4699063	4700625	4699844	NA	C_RS23310	c5609	0
4700785	4700860	4700822	NA	C_RS23315	c5586	0
4701045	4703969	4702507	NA	C_RS23320	c5610	0
4704053	4704168	4704110	rrf	C_RS23325	c5611	0
4707636	4707711	4707673	NA	C_RS23350	c5587	0
4707720	4707804	4707762	NA	C_RS23355	c5588	0
4707921	4707995	4707958	NA	C_RS23360	c5589	0
4708002	4708077	4708039	NA	C_RS23365	c5590	0
4739329	4740882	4740105	NA	C_RS23515	c5612	0
4740956	4741031	4740993	NA	C_RS23520	c5591	0
4741217	4744144	4742680	NA	C_RS23525	c5613	0
4744228	4744343	4744285	rrf	C_RS23530	c5614	0
4971585	4971660	4971622	NA	C_RS24650	c5592	1
5000526	5000601	5000563	NA	C_RS24795	c5593	0
5000638	5000713	5000675	NA	C_RS24800	c5594	0
5000749	5000824	5000786	NA	C_RS24805	c5595	0
5115342	5115426	5115384	NA	C_RS25355	c5596	0
5195068	5195154	5195111	NA	C_RS25740	c5597	1
5195189	5195275	5195232	NA	C_RS25745	c5598	1
5195304	5195390	5195347	NA	C_RS25750	c5599	1
0	0	0	0	0	0	0
