gbk_start	gbk_end	gbk_midpoint	gbk_gene_id	gbk_locus_tag	gbk_old_locus_tag	gbk_strand
1282700	1282784	1282742	NA	BW25113_RS06415	BW25113_1230	1
1282819	1282950	1282884	NA	BW25113_RS23100	NA	1
1282994	1283078	1283036	NA	BW25113_RS06420	BW25113_1231	1
1740692	1740768	1740730	NA	BW25113_RS08715	BW25113_1665	0
1740773	1740849	1740811	NA	BW25113_RS08720	BW25113_1666	0
1764629	1764736	1764682	rprA	BW25113_RS23110	BW25113_4431	0
1985296	1985382	1985339	NA	BW25113_RS09990	BW25113_1909	1
1985395	1985468	1985431	NA	BW25113_RS09995	BW25113_1910	1
1985523	1985598	1985560	NA	BW25113_RS10000	BW25113_1911	1
2036949	2037038	2036993	NA	BW25113_RS10320	BW25113_1975	1
2038030	2038105	2038067	NA	BW25113_RS10330	BW25113_1977	0
2051508	2051583	2051545	NA	BW25113_RS10360	BW25113_1984	1
2053332	2053407	2053369	NA	BW25113_RS10370	BW25113_1986	0
2055741	2055816	2055778	NA	BW25113_RS10385	BW25113_1989	0
2279690	2279766	2279728	NA	BW25113_RS11425	BW25113_2189	0
2459788	2459862	2459825	NA	BW25113_RS12250	BW25113_2348	0
2511520	2511595	2511557	NA	BW25113_RS12500	BW25113_2396	1
2511635	2511710	2511672	NA	BW25113_RS12505	BW25113_2397	1
2514410	2514485	2514447	NA	BW25113_RS12525	BW25113_2401	0
2514532	2514607	2514569	NA	BW25113_RS12530	BW25113_2403	0
2514612	2514687	2514649	NA	BW25113_RS12535	BW25113_2404	0
2514718	2514843	2514780	NA	BW25113_RS23120	NA	0
2719430	2719545	2719487	rrf	BW25113_RS13520	BW25113_2588	1
2719623	2722552	2721087	NA	BW25113_RS13525	BW25113_2589	1
2722728	2722803	2722765	NA	BW25113_RS13530	BW25113_2590	1
2722963	2724518	2723740	NA	BW25113_RS13535	BW25113_2591	1
2748952	2749314	2749133	ssrA	BW25113_RS23125	BW25113_2621	0
2779121	2779196	2779158	NA	BW25113_RS13825	BW25113_2652	1
2811143	2811219	2811181	NA	BW25113_RS14005	BW25113_2691	1
2811418	2811494	2811456	NA	BW25113_RS14010	BW25113_2692	1
2811557	2811633	2811595	NA	BW25113_RS14015	BW25113_2693	1
2811832	2811908	2811870	NA	BW25113_RS14020	BW25113_2694	1
2811912	2812004	2811958	NA	BW25113_RS14025	BW25113_2695	1
2940746	2940822	2940784	NA	BW25113_RS14635	BW25113_2814	0
2940856	2940932	2940894	NA	BW25113_RS14640	BW25113_2815	0
2940966	2941042	2941004	NA	BW25113_RS14645	BW25113_2816	0
2992343	2992416	2992379	NA	BW25113_RS14895	BW25113_2864	1
3049342	3049525	3049433	ssrS	BW25113_RS23135	BW25113_2911	0
3103725	3103800	3103762	NA	BW25113_RS15410	BW25113_2967	0
3208957	3209032	3208994	NA	BW25113_RS15940	BW25113_3069	0
3263575	3263951	3263763	rnpB	BW25113_RS23140	BW25113_3123	1
3311572	3311648	3311610	NA	BW25113_RS16440	BW25113_3171	1
3315431	3315517	3315474	NA	BW25113_RS16455	BW25113_3174	1
3416784	3416899	3416841	rrf	BW25113_RS16970	BW25113_3272	1
3416939	3417014	3416976	NA	BW25113_RS16975	BW25113_3273	1
3417029	3417144	3417086	rrf	BW25113_RS16980	BW25113_3274	1
3417222	3420151	3418686	NA	BW25113_RS16985	BW25113_3275	1
3420317	3420392	3420354	NA	BW25113_RS16990	BW25113_3276	1
3420435	3420511	3420473	NA	BW25113_RS16995	BW25113_3277	1
3420568	3422123	3421345	NA	BW25113_RS17000	BW25113_3278	1
3701808	3701941	3701874	NA	BW25113_RS23145	NA	1
3701976	3702052	3702014	NA	BW25113_RS18395	BW25113_3545	1
3829582	3829676	3829629	NA	BW25113_RS18990	BW25113_3658	0
3935166	3936721	3935943	NA	BW25113_RS19520	BW25113_3756	0
3936795	3936870	3936832	NA	BW25113_RS19525	BW25113_3757	0
3937055	3939979	3938517	NA	BW25113_RS19530	BW25113_3758	0
3940062	3940177	3940119	rrf	BW25113_RS19535	BW25113_3759	0
3940232	3940308	3940270	NA	BW25113_RS19540	BW25113_3760	0
3940317	3940392	3940354	NA	BW25113_RS19545	BW25113_3761	0
3975735	3975811	3975773	NA	BW25113_RS19715	BW25113_3796	0
3975870	3975945	3975907	NA	BW25113_RS19720	BW25113_3797	0
3975966	3976052	3976009	NA	BW25113_RS19725	BW25113_3798	0
3976095	3976171	3976133	NA	BW25113_RS19730	BW25113_3799	0
4028889	4030444	4029666	NA	BW25113_RS19980	BW25113_3851	0
4030501	4030577	4030539	NA	BW25113_RS19985	BW25113_3852	0
4030620	4030695	4030657	NA	BW25113_RS19990	BW25113_3853	0
4030870	4033801	4032335	NA	BW25113_RS19995	BW25113_3854	0
4033879	4033994	4033936	rrf	BW25113_RS20000	BW25113_3855	0
4156585	4158140	4157362	NA	BW25113_RS20590	BW25113_3968	0
4158300	4158375	4158337	NA	BW25113_RS20595	BW25113_3969	0
4158560	4161489	4160024	NA	BW25113_RS20600	BW25113_3970	0
4161567	4161682	4161624	rrf	BW25113_RS20605	BW25113_3971	0
4165316	4165391	4165353	NA	BW25113_RS20630	BW25113_3976	0
4165400	4165484	4165442	NA	BW25113_RS20635	BW25113_3977	0
4165601	4165675	4165638	NA	BW25113_RS20640	BW25113_3978	0
4165682	4165757	4165719	NA	BW25113_RS20645	BW25113_3979	0
4198073	4199628	4198850	NA	BW25113_RS20790	BW25113_4007	0
4199702	4199777	4199739	NA	BW25113_RS20795	BW25113_4008	0
4199962	4202892	4201427	NA	BW25113_RS20800	BW25113_4009	0
4202970	4203085	4203027	rrf	BW25113_RS20805	BW25113_4010	0
4352368	4352443	4352405	NA	BW25113_RS21480	BW25113_4134	1
4382177	4382252	4382214	NA	BW25113_RS21635	BW25113_4163	0
4382289	4382364	4382326	NA	BW25113_RS21640	BW25113_4164	0
4382400	4382475	4382437	NA	BW25113_RS21645	BW25113_4165	0
4486222	4486306	4486264	NA	BW25113_RS22165	BW25113_4270	0
4595896	4595982	4595939	NA	BW25113_RS22745	BW25113_4368	1
4596017	4596103	4596060	NA	BW25113_RS22750	BW25113_4369	1
4596132	4596218	4596175	NA	BW25113_RS22755	BW25113_4370	1
0	0	0	0	0	0	0
