qseqid	sseqid	A_gene	B_gene	A_start	B_start	A_end	B_end	A_alt_name	B_alt_name
sp|Q8CW15|ASR_ECOL6	sp|P36560|ASR_ECOLI	asr	asr					c1988	b1597
sp|P0AB41|BHSA_ECOL6	sp|P0AB40|BHSA_ECOLI	bhsA	bhsA	1313300.0	1170649.0	1313558.0	1170907.0	c1386	b1112
sp|P83842|ADPP_ECOL6	sp|Q93K97|ADPP_ECOLI	nudF	nudF	3614071.0	3175936.0	3614701.0	3176566.0	c3780	b3034
sp|Q8FFL7|ARNF_ECOL6	sp|P76474|ARNF_ECOLI	arnF	arnF	2659273.0	2377561.0	2659660.0	2377948.0	c2801	b2258
sp|Q8FL55|COAE_ECOL6	sp|P0A6I9|COAE_ECOLI	coaE	coaE	117737.0	112598.0	118358.0	113219.0	c0123	b0103
sp|P0A956|ALKH_ECOL6	sp|P0A955|ALKH_ECOLI	eda	eda					c2263	b1850
sp|Q8FFL8|ARNE_ECOL6	sp|Q47377|ARNE_ECOLI	arnE	arnE	2658938.0	2377226.0	2659274.0	2377562.0	c2800	b4544
sp|P0AE53|BCP_ECOL6	sp|P0AE52|BCP_ECOLI	bcp	bcp	2871214.0	2599133.0	2871685.0	2599604.0	c3008	b2480
sp|Q8FJQ2|BIOF_ECOL6	sp|P12998|BIOF_ECOLI	bioF	bioF	833155.0	810802.0	834310.0	811957.0	c0856	b0776
sp|Q8FK66|ALLS_ECOL6	sp|P0ACR0|ALLS_ECOLI	allS	allS	600095.0	530518.0	601022.0	531445.0	c0619	b0504
sp|Q8FK60|ALLB_ECOL6	sp|P77671|ALLB_ECOLI	allB	allB	607948.0	538370.0	609310.0	539732.0	c0626	b0512
sp|P0AAE6|ARCD_ECOL6	sp|P0AAE5|ARCD_ECOLI	ydgI	ydgI					c1997	b1605
sp|P69229|BAER_ECOL6	sp|P69228|BAER_ECOLI	baeR	baeR	2450861.0	2166412.0	2451584.0	2167135.0	c2605	b2079
sp|P0A9H8|CFA_ECOL6	sp|P0A9H7|CFA_ECOLI	cfa	cfa	1897550.0	1743126.0	1898699.0	1744275.0	c2055	b1661
sp|Q8FGA4|COBS_ECOL6	sp|P36561|COBS_ECOLI	cobS	cobS	2319366.0	2066615.0	2320110.0	2067359.0	c2478	b1992
sp|P0AA83|CODB_ECOL6	sp|P0AA82|CODB_ECOLI	codB	codB	444288.0	354145.0	445548.0	355405.0	c0455	b0336
sp|Q8FB20|ALR1_ECOL6	sp|P0A6B4|ALR1_ECOLI	alr	alr	4804185.0	4269371.0	4805265.0	4270451.0	c5028	b4053
sp|P59237|ALR2_ECOL6	sp|P29012|ALR2_ECOLI	dadX	dadX	1476305.0	1240455.0	1477376.0	1241526.0	c1639	b1190
sp|P59306|ARGC_ECOL6	sp|P11446|ARGC_ECOLI	argC	argC	4681729.0	3480675.0	4682734.0	3481680.0	c4917	b3958
sp|Q8FKI8|BETB_ECOL6	sp|P17445|BETB_ECOLI	betB	betB	417752.0	326484.0	419225.0	327957.0	c0432	b0312
sp|P0AD15|BTSS_ECOL6	sp|P0AD14|BTSS_ECOLI	btsS	btsS	2504665.0	2216292.0	2506351.0	2217978.0	c2656	b2126
sp|P0A6G8|CLPP_ECOL6	sp|P0A6G7|CLPP_ECOLI	clpP	clpP	530603.0	455900.0	531227.0	456524.0	c0553	b0437
sp|Q8FKC6|ACPH_ECOL6	sp|P21515|ACPH_ECOLI	acpH	acpH	498402.0	423560.0	498984.0	424142.0	c0514	b0404
sp|Q8FL03|ACCA_ECOL6	sp|P0ABD5|ACCA_ECOLI	accA	accA	218655.0	208620.0	219615.0	209580.0	c0223	b0185
sp|Q8FCV7|AROB_ECOL6	sp|P07639|AROB_ECOLI	aroB	aroB	3943450.0	4121929.0	3944539.0	4123018.0	c4159	b3389
sp|P0ABL9|CCMB_ECOL6	sp|P0ABL8|CCMB_ECOLI	ccmB	ccmB	2583869.0	2299695.0	2584532.0	2300358.0	c2737	b2200
sp|P0A9G7|ACEA_ECOL6	sp|P0A9G6|ACEA_ECOLI	aceA	aceA	4748295.0	4220698.0	4749600.0	4222003.0	c4972	b4015
sp|P64551|ALAE_ECOL6	sp|P64550|ALAE_ECOLI	alaE	alaE	3077832.0	2797819.0	3078282.0	2798269.0	c3221	b2670
sp|P68766|AMPA_ECOL6	sp|P68767|AMPA_ECOLI	pepA	pepA	5103373.0	4489119.0	5104885.0	4490631.0	c5360	b4260
sp|P0A8Q7|CLPS_ECOL6	sp|P0A8Q6|CLPS_ECOLI	clpS	clpS	977041.0	923334.0	977362.0	923655.0	c1018	b0881
sp|Q8FJR2|6PGL_ECOL6	sp|P52697|6PGL_ECOLI	pgl	pgl	820163.0	799007.0	821159.0	800003.0	c0844	b0767
sp|P0AE92|CREA_ECOL6	sp|P0AE91|CREA_ECOLI	creA	creA	5225296.0	4640200.0	5225770.0	4640674.0	c5484	b4397
sp|Q8FKM4|CRL_ECOL6	sp|P24251|CRL_ECOLI	crl	crl		257828.0		258230.0	c0387	b0240
sp|Q8FFM1|ARNA_ECOL6	sp|P77398|ARNA_ECOLI	arnA	arnA	2654420.0	2372708.0	2656403.0	2374691.0	c2797	b2255
sp|P0ABD9|BCCP_ECOL6	sp|P0ABD8|BCCP_ECOLI	accB	accB	3828634.0	3405290.0	3829105.0	3405761.0	c4011	b3255
sp|P59340|DCUS_ECOL6	sp|P0AEC8|DCUS_ECOLI	dcuS	dcuS	4906925.0	4354708.0	4908557.0	4356340.0	c5131	b4125
sp|Q8CVJ9|BGLH_ECOL6	sp|P26218|BGLH_ECOLI	bglH	bglH	4401732.0	3734460.0	4403349.0	3736077.0	c4642	b3720
sp|P0A9H6|BTUR_ECOL6	sp|P0A9H5|BTUR_ECOLI	btuR	btuR					c1735	b1270
sp|P69491|CCME_ECOL6	sp|P69490|CCME_ECOLI	ccmE	ccmE	2582408.0	2298234.0	2582888.0	2298714.0	c2734	b2197
sp|P0ABH8|CISY_ECOL6	sp|P0ABH7|CISY_ECOLI	gltA	gltA	779509.0	753606.0	780793.0	754890.0	c0796	b0720
sp|Q8FJ70|ACYP_ECOL6	sp|P0AB65|ACYP_ECOLI	yccX	yccX	1073851.0	1030485.0	1074130.0	1030764.0	c1106	b0968
sp|P0ACN5|ALLR_ECOL6	sp|P0ACN4|ALLR_ECOLI	allR	allR	601811.0	532234.0	602627.0	533050.0	c0621	b0506
sp|Q8FJ51|CBPM_ECOL6	sp|P63264|CBPM_ECOLI	cbpM	cbpM	1097493.0	1062971.0	1097799.0	1063277.0	c1135	b0999
sp|Q8FKE3|DDLA_ECOL6	sp|P0A6J8|DDLA_ECOLI	ddlA	ddlA	473873.0	399052.0	474968.0	400147.0	c0487	b0381
sp|P0A6A9|ACP_ECOL6	sp|P0A6A8|ACP_ECOLI	acpP	acpP	1295116.0	1153191.0	1295353.0	1153428.0	c1364, c1199	b1094
sp|P63609|AROC_ECOL6	sp|P12008|AROC_ECOLI	aroC	aroC	2728185.0	2451833.0	2729271.0	2452919.0	c2875	b2329
sp|Q8CVK0|CBRA_ECOL6	sp|P31456|CBRA_ECOLI	cbrA	cbrA	4371112.0	3769973.0	4372213.0	3771038.0	c4611	b3690
sp|Q8FLA6|CAID_ECOL6	sp|P31551|CAID_ECOLI	caiD	caiD	38035.0	35376.0	38821.0	36162.0	c0045	b0036
sp|P0A6F6|CH60_ECOL6	sp|P0A6F5|CH60_ECOLI	groL	groL	4980058.0	4375704.0	4981705.0	4377351.0	c5227	b4143
sp|Q8FGQ5|CMOB_ECOL6	sp|P76291|CMOB_ECOLI	cmoB	cmoB	2104994.0	1955155.0	2105966.0	1956127.0	c2285	b1871
sp|P0AE79|CORC_ECOL6	sp|P0AE78|CORC_ECOLI	corC	corC	723777.0	691327.0	724656.0	692206.0	c0743	b0658
sp|Q8FBN9|CYAY_ECOL6	sp|P27838|CYAY_ECOLI	cyaY	cyaY	4493938.0	3642621.0	4494259.0	3642942.0	c4726	b3807
sp|Q8FEJ0|CYSD_ECOL6	sp|P21156|CYSD_ECOLI	cysD	cysD	3158630.0	2874076.0	3159539.0	2874985.0	c3319	b2752
sp|Q8FFH5|ACCD_ECOL6	sp|P0A9Q5|ACCD_ECOLI	accD	accD	2714811.0	2438457.0	2715726.0	2439372.0	c2861	b2316
sp|P0AAF4|ARAG_ECOL6	sp|P0AAF3|ARAG_ECOLI	araG	araG	2132230.0	1985691.0	2133745.0	1987206.0	c2313	b1900
sp|P0ABM2|CCMC_ECOL6	sp|P0ABM1|CCMC_ECOLI	ccmC	ccmC	2583090.0	2298916.0	2583828.0	2299654.0	c2736	b2199
sp|Q8FLA7|CAIE_ECOL6	sp|P39206|CAIE_ECOLI	caiE	caiE	37439.0	34780.0	38030.0	35371.0	c0044	b0035
sp|P0AEB3|DACA_ECOL6	sp|P0AEB2|DACA_ECOLI	dacA	dacA	702741.0	663173.0	703953.0	664385.0	c0722	b0632
sp|P0A9Q2|ARCA_ECOL6	sp|P0A9Q1|ARCA_ECOLI	arcA	arcA	5229365.0	4644269.0	5230082.0	4644986.0	c5488, c5350	b4401
sp|P0ABA1|ATPF_ECOL6	sp|P0ABA0|ATPF_ECOLI	atpF	atpF	4421450.0	3715792.0	4421921.0	3716263.0	c4664	b3736
sp|P0ABI9|CYOB_ECOL6	sp|P0ABI8|CYOB_ECOLI	cyoB	cyoB	522577.0	447873.0	524569.0	449865.0	c0542	b0431
sp|Q8CWA4|CUSC_ECOL6	sp|P77211|CUSC_ECOLI	cusC	cusC	639220.0	594822.0	640603.0	596196.0	c0658	b0572
sp|A0A0H2VDI7|CYCA_ECOL6	sp|P0AAE0|CYCA_ECOLI	cycA	cycA	5046981.0	4434543.0	5048394.0	4435956.0	c5307	b4208
sp|Q8FCW8|CYSG_ECOL6	sp|P0AEA8|CYSG_ECOLI	cysG	cysG					c4144	b3368
sp|Q8FDE1|ALX_ECOL6	sp|P42601|ALX_ECOLI	alx	alx	3678651.0	3237235.0	3679617.0	3238201.0	c3846	b3088
sp|P0ABI5|CORA_ECOL6	sp|P0ABI4|CORA_ECOLI	corA	corA	4505077.0	3634304.0	4506028.0	3635255.0	c4737	b3816
sp|Q8FF19|ACPS_ECOL6	sp|P24224|ACPS_ECOLI	acpS	acpS		2699273.0		2699654.0	c3087	b2563
sp|Q8FK65|ALLA_ECOL6	sp|P77731|ALLA_ECOLI	allA	allA	601251.0	531674.0	601734.0	532157.0	c0620	b0505
sp|Q8FFM3|ARNB_ECOL6	sp|P77690|ARNB_ECOLI	arnB	arnB	2652309.0	2370597.0	2653449.0	2371737.0	c2795	b2253
sp|Q8FH32|AROH_ECOL6	sp|P00887|AROH_ECOLI	aroH	aroH	1944402.0	1790148.0	1945449.0	1791195.0	c2100	b1704
sp|Q8FBC8|CDH_ECOL6	sp|P06282|CDH_ECOLI	cdh	cdh	4629587.0	3525995.0	4630343.0	3526751.0	c4870	b3918
sp|P63286|CLPB_ECOL6	sp|P63284|CLPB_ECOLI	clpB	clpB	2994300.0	2730255.0	2996874.0	2732829.0	c3114	b2592
sp|P68700|ATPL_ECOL6	sp|P68699|ATPL_ECOLI	atpE	atpE	4421982.0	3715491.0	4422222.0	3715731.0	c4665	b3737
sp|P0AB34|BSSS_ECOL6	sp|P0AB33|BSSS_ECOLI	bssS	bssS	1264197.0	1122277.0	1264452.0	1122532.0	c1327	b1060
sp|P59333|CAIT_ECOL6	sp|P31553|CAIT_ECOLI	caiT	caiT	43073.0	40416.0	44588.0	41931.0	c0049	b0040
sp|Q8FFE8|FCTA_ECOL6	sp|P69902|FCTA_ECOLI	frc	frc	2774391.0	2497449.0	2775642.0	2498700.0	c2910	b2374
sp|P0A9S6|GLDA_ECOL6	sp|P0A9S5|GLDA_ECOLI	gldA	gldA	4664944.0	3497645.0	4666048.0	3498749.0	c4904	b3945
sp|Q8FCR7|GLGB_ECOL6	sp|P07762|GLGB_ECOLI	glgB	glgB	4007300.0	4066912.0	4009487.0	4069099.0	c4219	b3432
sp|P0AC56|GLNK_ECOL6	sp|P0AC55|GLNK_ECOLI	glnK	glnK	547247.0	471821.0	547586.0	472160.0	c0568	b0450
sp|P0AC60|GLRX2_ECOL6	sp|P0AC59|GLRX2_ECOLI	grxB	grxB	1266906.0	1124983.0	1267554.0	1125631.0	c1331	b1064
sp|P0ADC4|LOLC_ECOL6	sp|P0ADC3|LOLC_ECOLI	lolC	lolC	1319653.0	1177003.0	1320853.0	1178203.0	c1391	b1116
sp|P0AD84|LPPY_ECOL6	sp|P0AD83|LPPY_ECOLI	pyrL	pyrL	5089472.0	4477078.0	5089607.0	4477213.0	c5502	b4246
sp|P0ADV2|LPTA_ECOL6	sp|P0ADV1|LPTA_ECOLI	lptA	lptA	3776872.0	3343234.0	3777430.0	3343792.0	c3960	b3200
sp|P65434|MRAZ_ECOL6	sp|P22186|MRAZ_ECOLI	mraZ	mraZ	93460.0	89633.0	93919.0	90092.0	c0099	b0081
sp|P59286|MPGP_ECOL6	sp|P76329|MPGP_ECOLI	yedP	yedP					c2373	b1955
sp|Q8FJZ1|NADD_ECOL6	sp|P0A752|NADD_ECOLI	nadD	nadD	709921.0	670352.0	710563.0	670994.0	c0730	b0639
sp|P0AF29|NARL_ECOL6	sp|P0AF28|NARL_ECOLI	narL	narL	1513978.0	1276755.0	1514629.0	1277406.0	c1681	b1221
sp|Q8FCM9|NIKE_ECOL6	sp|P33594|NIKE_ECOLI	nikE	nikE	4056430.0	4021832.0	4057237.0	4022639.0	c4273	b3480
sp|Q8FD51|AAEB_ECOL6	sp|P46481|AAEB_ECOLI	aaeB	aaeB	3809699.0	3386075.0	3811667.0	3388043.0	c3995	b3240
sp|Q8FBP1|HEM3_ECOL6	sp|P06983|HEM3_ECOLI	hemC	hemC	4490024.0	3645914.0	4490966.0	3646856.0	c4724	b3805
sp|P0ACD5|ISCU_ECOL6	sp|P0ACD4|ISCU_ECOLI	iscU	iscU	2928083.0	2658558.0	2928470.0	2658945.0	c3055	b2529
sp|Q8FCY0|KEFB_ECOL6	sp|P45522|KEFB_ECOLI	kefB	kefB	3910189.0	4159808.0	3911995.0	4161614.0	c4125	b3350
sp|Q8FGV4|LEUE_ECOL6	sp|P76249|LEUE_ECOLI	leuE	leuE	2037354.0	1881834.0	2037993.0	1882473.0	c2205	b1798
sp|P0A723|LPXA_ECOL6	sp|P0A722|LPXA_ECOLI	lpxA	lpxA	212594.0	202559.0	213383.0	203348.0	c0218	b0181
sp|A0A0H2VA68|LTND_ECOL6	sp|Q46888|LTND_ECOLI	ltnD	ltnD					c3297	b2736
sp|P0AD97|LIVJ_ECOL6	sp|P0AD96|LIVJ_ECOLI	livJ	livJ	4037047.0	4040756.0	4038151.0	4041860.0	c4253	b3460
sp|Q8FG02|MDTD_ECOL6	sp|P36554|MDTD_ECOLI	mdtD	mdtD	4440217.0	3696068.0	4441645.0	3697496.0	c2603	b2077
sp|P0A938|BAME_ECOL6	sp|P0A937|BAME_ECOLI	bamE	bamE	3016190.0	2752260.0	3016532.0	2752602.0	c3139	b2617
sp|P69914|CSRA_ECOL6	sp|P69913|CSRA_ECOLI	csrA	csrA	3101426.0	2817616.0	3101612.0	2817802.0	c3249	b2696
sp|Q8FJ35|EFEO_ECOL6	sp|P0AB24|EFEO_ECOLI	efeO	efeO	1115416.0	1082664.0	1116544.0	1083792.0	c1156	b1018
sp|Q8FFV5|DUSC_ECOL6	sp|P33371|DUSC_ECOLI	dusC	dusC	2521129.0	2232771.0	2522080.0	2233719.0	c2672	b2140
sp|Q8FHF4|HIPA_ECOL6	sp|P23874|HIPA_ECOLI	hipA	hipA	1781778.0	1592567.0	1783197.0	1593890.0	c1940	b1507
sp|P0AFX1|HPF_ECOL6	sp|P0AFX0|HPF_ECOLI	hpf	hpf	3779665.0	3346027.0	3779953.0	3346315.0	c3963	b3203
sp|Q8FJ81|MATP_ECOL6	sp|P0A8N0|MATP_ECOLI	matP	matP	1062259.0	1018906.0	1062712.0	1019359.0	c1092	b0956
sp|Q8CVL1|MDTE_ECOL6	sp|P37636|MDTE_ECOLI	mdtE	mdtE	4097976.0	3980025.0	4099134.0	3981183.0	c4324	b3513
sp|Q8FB38|MALF_ECOL6	sp|P02916|MALF_ECOLI	malF	malF	4777424.0	4247120.0	4778969.0	4248665.0	c5003	b4033
sp|Q8FHC7|MAND_ECOL6	sp|P38104|RSPA_ECOLI	rspA	rspA	1814633.0	1655640.0	1815848.0	1656855.0	c1971	b1581
sp|P0AEZ8|MLTD_ECOL6	sp|P0AEZ7|MLTD_ECOLI	mltD	mltD	244219.0	232596.0	245578.0	233955.0	c0248	b0211
sp|Q8CVI1|NRFA_ECOL6	sp|P0ABK9|NRFA_ECOLI	nrfA	nrfA	4841047.0	4291353.0	4842484.0	4292790.0	c5066	b4070
sp|P0AFC4|NUOA_ECOL6	sp|P0AFC3|NUOA_ECOLI	nuoA	nuoA	2687133.0	2409298.0	2687577.0	2409742.0	c2829	b2288
sp|Q8FFJ7|NUOCD_ECOL6	sp|P33599|NUOCD_ECOLI	nuoC	nuoC	2684559.0	2406724.0	2686362.0	2408527.0	c2827	b2286
sp|P0AE09|AHPC_ECOL6	sp|P0AE08|AHPC_ECOLI	ahpC	ahpC	680943.0	638167.0	681507.0	638731.0	c0694	b0605
sp|P0A992|ALF1_ECOL6	sp|P0A991|ALF1_ECOLI	fbaB	fbaB	2468183.0	2180845.0	2469236.0	2181898.0	c2623	b2097
sp|P69504|APT_ECOL6	sp|P69503|APT_ECOLI	apt	apt	566061.0	490635.0	566613.0	491187.0	c0588	b0469
sp|Q8FLA4|CAIB_ECOL6	sp|P31572|CAIB_ECOLI	caiB	caiB	40555.0	37897.0	41773.0	39115.0	c0047	b0038
sp|P0A6S8|GPDA_ECOL6	sp|P0A6S7|GPDA_ECOLI	gpsA	gpsA	4216826.0	3856753.0	4217846.0	3857773.0	c4430	b3608
sp|P0AEU1|HISJ_ECOL6	sp|P0AEU0|HISJ_ECOLI	hisJ	hisJ	2707532.0	2431451.0	2708315.0	2432234.0	c2851	b2309
sp|P0AAM8|HYBG_ECOL6	sp|P0AAM7|HYBG_ECOLI	hybG	hybG	3561589.0	3138371.0	3561838.0	3138620.0	c3727	b2990
sp|P0A708|IF3_ECOL6	sp|P0A707|IF3_ECOLI	infC	infC	1956063.0	1801809.0	1956606.0	1802352.0	c2115	b1718
sp|P0A7C3|LEXA_ECOL6	sp|P0A7C2|LEXA_ECOLI	lexA	lexA	4789144.0	4260704.0	4789753.0	4261313.0	c5014	b4043
sp|P60957|LGT_ECOL6	sp|P60955|LGT_ECOLI	lgt	lgt	3272482.0	2963817.0	3273358.0	2964693.0	c3423	b2828
sp|P65253|LLDP_ECOL6	sp|P33231|LLDP_ECOLI	lldP	lldP	4211731.0	3861360.0	4213387.0	3863016.0	c4425	b3603
sp|Q8FH68|MDTK_ECOL6	sp|P37340|MDTK_ECOLI	mdtK	mdtK	1899594.0	1745170.0	1900968.0	1746544.0	c2057	b1663
