"","gene_id","gene_name","description","locus","ATCC2_FPKM","ATCC3_FPKM","sp1_FPKM","sp2_FPKM","ATCC2_count","ATCC3_count","sp1_count","sp2_count","norm1","norm2","count","ATCC_GSE94978"
"11","DR76_RS00055","-","fimbrial protein","NZ_CP009072.1:8560-9594",4.36687248777992,2.03976814423934,2.53849048744256,3.92002562454031,88,60,44,77,4.5197394226413,2.11116486371428,3.31545214317779,1
"12","DR76_RS00060","-","fimbrial outer membrane usher protein","NZ_CP009072.1:9610-12090",6.74872888384002,2.22660660975009,4.42844020382687,5.50064135720886,326,157,184,259,16.7435801338757,5.52421472671903,11.1338974302974,1
"13","DR76_RS00065","-","fimbrial assembly chaperone protein StcB","NZ_CP009072.1:12106-12780",8.52207788389166,1.35533023540207,1.94613110960868,5.62042431007937,112,26,22,72,5.75239562881619,0.914838107609521,3.33361686821286,1
"14","DR76_RS00070","-","hypothetical protein","NZ_CP009072.1:12861-13403",140.461541749484,51.1267345123572,28.7011514188041,32.3135843077638,1485,789,261,333,76.2706027570719,27.7618179578428,52.0162103574573,1
"15","DR76_RS00075","-","-","NZ_CP009072.1:13592-13773",0,0,0,0,0,0,0,0,0,0,0,1
"16","DR76_RS00080","-","hypothetical protein","NZ_CP009072.1:13697-13978",20.2163403926319,17.8426201707845,108.412579951849,135.092264649816,111,143,512,723,5.70103495355891,5.03160959185237,5.36632227270564,1
"17","DR76_RS00085","-","ATPase","NZ_CP009072.1:14241-15350",761.757459534527,739.478287376092,607.928883040469,572.486754865711,16463,23328,11301,12060,845.550796760723,820.820899012112,833.185847886418,1
"18","DR76_RS00090","-","methionyl-tRNA synthetase","NZ_CP009072.1:15482-17515",195.620039149229,183.005685650359,137.125361521273,145.225620479972,7747,10579,4671,5606,397.891151218206,372.23355155389,385.062351386048,1
"19","DR76_RS00095","-","MolR family transcriptional regulator","NZ_CP009072.1:17656-21444",6.35739557483864,6.6397558616471,3.59309504979313,3.69911057849243,469,715,228,266,24.0881566956678,25.1580479592618,24.6231023274648,1
"20","DR76_RS00100","-","hypothetical protein","NZ_CP009072.1:21454-25086",9.86780261790767,6.35344287281311,5.47316253907466,4.94572375036524,698,656,333,341,35.8497513295866,23.0820691766095,29.4659102530981,1
"21","DR76_RS00105","-","-","NZ_CP009072.1:25147-25463",1.94430527882437,2.99694301366959,0,0.332487894564698,12,27,0,2,0.616328103087449,0.950024188671426,0.783176145879438,1
"22","DR76_RS00110","-","hypothetical protein","NZ_CP009072.1:25573-25662",768.698304163887,1304.62178017392,0,0,1347,3337,0,0,69.1828295715662,117.415952503576,93.299391037571,1
"23","DR76_RS00115","-","hypothetical protein","NZ_CP009072.1:26095-27183",8.72515938050397,6.07435632678669,2.3577511213446,0.532212631294582,185,188,43,11,9.50172492259818,6.61498323963808,8.05835408111813,1
"24","DR76_RS00120","-","hypothetical protein","NZ_CP009072.1:27194-29473",6.78051227001023,4.79950566590761,7.17588048612082,7.25664851652404,301,311,274,314,15.4595632524435,10.9428712102524,13.2012172313479,1
"25","DR76_RS00125","-","hypothetical protein","NZ_CP009072.1:29466-30602",4.38169352727933,3.03274757778287,3.30858172073459,2.40982358537741,97,98,63,52,4.98198549995688,3.44823594406666,4.21511072201177,1
"26","DR76_RS00130","-","hypothetical protein","NZ_CP009072.1:30599-32602",8.89329236894373,5.68876347428206,9.38581126213249,9.85996281012903,347,324,315,375,17.8221543142787,11.4002902640571,14.6112222891679,1
"27","DR76_RS00135","-","hypothetical protein","NZ_CP009072.1:32727-33188",30.905352834964,12.9472296168439,28.8218305118318,31.021917683201,278,170,223,272,14.2782677215259,5.98163378052379,10.1299507510249,1
"28","DR76_RS00140","-","hypothetical protein","NZ_CP009072.1:33229-33699",224.41668343398,135.888506506413,219.576514627484,228.665698921935,2058,1819,1732,2044,105.700269679498,64.0034814516046,84.8518755655511,1
"29","DR76_RS00145","-","putative response regulator in two-component system withYehU","NZ_CP009072.1:33746-34465",96.2298959049556,88.4050368883875,53.5746285605354,60.3025825979595,1349,1809,646,824,69.2855509220808,63.6516206409855,66.4685857815332,1
"30","DR76_RS00150","-","inner membrane putative sensory kinase in two-component system with YehT","NZ_CP009072.1:34462-36147",66.5312803450373,46.6017251547527,26.7746059994343,30.3148463533304,2184,2233,756,970,112.171714761916,78.5705190112331,95.3711168865745,1
"31","DR76_RS00155","-","MerR family transcriptional regulator","NZ_CP009072.1:36369-37100",11.5070177852632,7.97935516015628,258.016228585449,286.636348952301,164,166,3163,3982,8.42315074219514,5.84088945627617,7.13202009923566,1
"32","DR76_RS00160","-","putative membrane protein","NZ_CP009072.1:37160-37267",5.70689604988263,1.9548879549428,25.9857073288586,34.1517383956164,12,6,47,70,0.616328103087449,0.211116486371428,0.413722294729439,1
"33","DR76_RS00165","-","osmoprotectant uptake system permease","NZ_CP009072.1:37248-37979",11.9280563890084,6.58537020358935,64.6060007224102,80.3330634329224,170,137,792,1116,8.73131479373887,4.82049310548094,6.7759039496099,1
"34","DR76_RS00170","-","ATP-binding protein","NZ_CP009072.1:37984-38910",2.49325900035685,2.27741103483033,34.1393541332969,48.542193346061,45,60,530,854,2.31123038657794,2.11116486371428,2.21119762514611,1
"35","DR76_RS00175","-","osmoprotectant uptake system permease","NZ_CP009072.1:38903-40060",4.16918245491681,2.55236777660654,55.9474264241208,73.3040815242845,94,84,1085,1611,4.82790347418502,2.95563080919999,3.89176714169251,1
"36","DR76_RS00180","-","osmoprotectant uptake system substrate-binding protein","NZ_CP009072.1:40067-40984",16.3929085412458,11.5753768407679,70.3140025912413,90.9187517356998,293,302,1081,1584,15.0486778503852,10.6261964806952,12.8374371655402,1
"37","DR76_RS00185","-","beta-D-glucoside glucohydrolase","NZ_CP009072.1:41174-43471",78.9407854111801,86.3268593593825,47.6289970974606,56.6354132937405,3532,5638,1833,2470,181.405905008739,198.379125027019,189.892515017879,1
"38","DR76_RS00190","-","D-lactate dehydrogenase","NZ_CP009072.1:43667-45382",282.842879769705,345.422327763571,325.21260844342,308.31935362094,9450,16846,9346,10041,485.358381181366,592.744721568846,539.051551375106,1
"39","DR76_RS00195","-","D-alanyl-D-alanine endopeptidase","NZ_CP009072.1:45421-46353",172.303220278804,108.990117186273,153.151045331972,148.812721212905,3130,2890,2393,2635,160.75891355531,101.687774268904,131.223343912107,1
"40","DR76_RS00200","-","Yip1 family inner membrane protein","NZ_CP009072.1:46527-47114",11.6172859152772,6.52257997832871,523.695287349203,467.413650082444,133,109,5157,5216,6.83096980921923,3.83528283574761,5.33312632248342,1
"41","DR76_RS00205","-","membrane protein","NZ_CP009072.1:47284-47862",163.573513140284,81.8577561333348,175.42225047148,173.727476357295,1844,1347,1701,1909,94.7090851744381,47.3956511903856,71.0523681824118,1
"42","DR76_RS00210","-","-","NZ_CP009072.1:47982-48743",22.3102388948082,19.5786243986702,86.9031378061733,97.9841552338193,331,424,1109,1417,17.0003835101621,14.9188983702476,15.9596409402049,1
"43","DR76_RS00215","-","multidrug resistance outer membrane protein MdtQ","NZ_CP009072.1:48796-50232",5.11104764944783,4.67679391767149,2.61785484792988,4.0334573949425,143,191,63,110,7.34457656179211,6.72054148282379,7.03255902230795,1
"44","DR76_RS00220","-","uncharacterized protein","NZ_CP009072.1:50456-50539",39.7430721307412,36.0239040260013,2.84363595681498,6.89975661285476,65,86,4,11,3.33844389172368,3.0260029713238,3.18222343152374,1
"45","DR76_RS00225","-","tRNA-dihydrouridine synthase C","NZ_CP009072.1:50926-51876",17.4442945353146,13.5046320172695,6.27881204738256,9.19746422072937,323,365,100,166,16.5894981081038,12.8429195875952,14.7162088478495,1
"46","DR76_RS00230","-","UPF0299 family inner membrane protein","NZ_CP009072.1:52115-52513",87.6607323381705,55.4688139401238,170.005967304486,133.247532846831,681,629,1136,1009,34.9766198502128,22.132044987938,28.5543324190754,1
"47","DR76_RS00235","-","membrane protein","NZ_CP009072.1:52510-53205",39.4798627484922,42.617641825972,138.812384795563,105.761651286553,535,843,1618,1397,27.4779612626488,29.6618663351856,28.5699137989172,1
"48","DR76_RS00240","-","cytidine deaminase","NZ_CP009072.1:53335-54219",64.1863183966915,110.011164357507,90.0734411771571,75.0780503760394,1106,2767,1335,1261,56.8049068345599,97.3598862982902,77.0823965664251,1
"49","DR76_RS00245","-","DUF218 superfamily vancomycin high temperature exclusion protein","NZ_CP009072.1:54369-55088",33.2418049657509,17.1043470991078,13.6009634727271,16.7588805421034,466,350,164,229,23.934074669896,12.3151283716666,18.1246015207813,1
"50","DR76_RS00250","-","DUF2542 family protein","NZ_CP009072.1:55091-55330",93.0911288842311,22.4311620543438,35.8270329648495,45.0074153017956,435,153,144,205,22.34189373692,5.38347040247141,13.8626820696957,1
"51","DR76_RS00255","-","dihydropyrimidine dehydrogenase subunit A","NZ_CP009072.1:55524-56762",381.204796189943,287.736387192873,32.2413697250999,36.5736502624557,9196,10132,669,860,472.312769666015,356.505373319218,414.409071492617,1
"52","DR76_RS00260","-","dihydropyrimidine dehydrogenase subunit B","NZ_CP009072.1:56756-57991",370.578094831781,281.972591390371,39.904391010443,51.6684491586458,8918,9905,826,1212,458.034501944489,348.518132918166,403.276317431328,1
"53","DR76_RS00265","-","beta-methylgalactoside transporter","NZ_CP009072.1:58234-59244",33.5800291738704,28.2254232471279,4.13436357454141,4.95123778031509,661,811,70,95,33.949406345067,28.5359117412047,31.2426590431358,1
"54","DR76_RS00270","-","D-ribose transporter ATP binding protein","NZ_CP009072.1:59260-60780",27.3518274046584,26.0252167264555,3.336946689981,7.06711396524814,810,1125,85,204,41.6021469584028,39.5843411946428,40.5932440765228,1
"55","DR76_RS00275","-","methyl-galactoside transporter subunit","NZ_CP009072.1:60841-61839",168.117525259918,197.485845612393,38.253688121148,54.6431210386731,3270,5607,640,1036,167.94940809133,197.288356514099,182.618882302715,1
"56","DR76_RS00280","-","transcriptional regulator","NZ_CP009072.1:62119-63159",60.0934623945234,47.5569938242087,19.1008640772894,18.4749555263789,1218,1407,333,365,62.5573024633761,49.5068160540999,56.032059258738,1
"57","DR76_RS00285","-","hypothetical protein","NZ_CP009072.1:63149-63352",2.26604174345286,1.20740649789553,6.43940440679344,4.3910565843668,9,7,22,17,0.462246077315587,0.246302567433333,0.35427432237446,1
"58","DR76_RS00290","-","membrane protein","NZ_CP009072.1:63301-64458",53.6670262676504,23.8827873582896,49.9659486330852,50.2799363843459,1210,786,969,1105,62.1464170613178,27.6562597146571,44.9013383879874,1
"59","DR76_RS00295","-","GTP cyclohydrolase I","NZ_CP009072.1:64475-65143",515.218970978294,264.132294275719,518.214768702438,546.684860554467,6711,5022,5806,6941,344.681491651656,176.704499092885,260.692995372271,1
"60","DR76_RS00300","-","hypothetical protein","NZ_CP009072.1:65297-65473",2.90175906256221,0.19877416066026,5.73495509483589,3.2744607654226,10,1,17,11,0.513606752572874,0.0351860810619047,0.27439641681739,1
"61","DR76_RS00305","-","S-formylglutathione hydrolase","NZ_CP009072.1:65401-66237",226.428814071993,127.250024281744,234.780126895047,206.296611321787,3690,3027,3291,3277,189.520891699391,106.508267374385,148.014579536888,1
"62","DR76_RS00310","-","catecholate siderophore receptor CirA","NZ_CP009072.1:66269-68260",10.5970065903295,6.6062158769416,19.9937873389622,19.9709410194508,411,374,667,755,21.1092375307451,13.1595943171523,17.1344159239487,1
"63","DR76_RS00315","-","-","NZ_CP009072.1:68253-68452",1.28402838518378,1.05563949566911,5.67259880986091,4.21538105961161,5,6,19,16,0.256803376286437,0.211116486371428,0.233959931328933,1
"64","DR76_RS00320","-","lysine transporter","NZ_CP009072.1:68552-70021",91.1913857675401,36.2871480260262,117.311010741065,119.219139523159,2610,1516,2888,3326,134.05136242152,53.3420988898475,93.6967306556839,1
"65","DR76_RS00325","-","putative DNA-binding transcriptional regulator","NZ_CP009072.1:70226-71107",241.779535277746,168.629886769969,234.784514965377,244.758872813733,4152,4227,3468,4097,213.249523668257,148.731564648671,180.990544158464,1
"66","DR76_RS00330","-","membrane protein","NZ_CP009072.1:71206-72255",40.6483302586068,25.0323912074391,49.0204134311101,49.028256882274,831,747,862,977,42.6807211388059,26.2840025532428,34.4823618460243,1
"67","DR76_RS00335","-","endonuclease V","NZ_CP009072.1:72329-73186",69.4386476078923,66.9683899504934,105.921998047194,109.3135348169,1160,1633,1522,1780,59.5783832984534,57.4588703740903,58.5186268362719,1
"68","DR76_RS00340","-","carbohydrate kinase","NZ_CP009072.1:73190-74278",58.4351293840726,52.5691007147746,9.156852559575,12.0963363767974,1239,1627,167,250,63.6358766437791,57.2477538877189,60.441815265749,1
"69","DR76_RS00345","-","ribonucleoside hydrolase","NZ_CP009072.1:74546-75487",35.7125955194662,50.0897480282162,1.33115973689853,2.18151931902049,655,1341,21,39,33.6412422935233,47.1845347040142,40.4128884987687,1
"70","DR76_RS00350","-","Crp/Fnr family transcriptional regulator","NZ_CP009072.1:75617-76315",24.7618691749495,10.872944208356,7.77358138696488,7.23662478853657,337,216,91,96,17.3085475617059,7.60019350937141,12.4543705355386,1
"71","DR76_RS00355","-","nucleoside permease","NZ_CP009072.1:76382-77632",11.4956086563287,17.4383531444164,8.591602498259,8.42393250226642,280,620,180,200,14.3809890720405,21.8153702583809,18.0981796652107,1
"72","DR76_RS00360","-","pseudouridine-5'-phosphate glycosidase","NZ_CP009072.1:77726-78664",11.7052117030673,43.4673586664186,0.0635633938524496,0.280553899995365,214,1160,1,5,10.9911845050595,40.8158540318094,25.9035192684345,1
"73","DR76_RS00365","-","pseudouridine kinase","NZ_CP009072.1:78652-79593",7.74228942022017,15.1651357058364,0,0,142,406,0,0,7.29321588653482,14.2855489111333,10.7893823988341,1
"74","DR76_RS00370","-","PTS fructose transporter subunit IIBC","NZ_CP009072.1:80049-81740",30.7496294794226,29.5296924676082,54.2062899759246,53.3144014446833,1013,1420,1536,1712,52.0283640356322,49.9642351079046,50.9962995717684,1
"75","DR76_RS00375","-","1-phosphofructokinase","NZ_CP009072.1:81757-82695",33.9669479004142,34.2492883615361,45.2765155064357,55.1044833210685,621,914,712,982,31.8949793347755,32.1600780905809,32.0275287126782,1
"76","DR76_RS00380","-","PTS fructose transporter subunit IIA","NZ_CP009072.1:82695-83825",42.3691266548143,57.927918358405,18.7423855026031,20.172833184312,933,1862,355,433,47.9195100150492,65.5164829372665,56.7179964761578,1
"77","DR76_RS00385","-","sugar transporter","NZ_CP009072.1:84192-85373",20.3791639873635,14.1101622810433,24.9555954410125,23.2698644159259,469,474,494,522,24.0881566956678,16.6782024233428,20.3831795595053,1
"78","DR76_RS00390","-","UPF0153 cysteine cluster protein","NZ_CP009072.1:85370-85624",67.6753243720808,60.5752428582445,53.6234659883332,61.3701297037803,336,439,229,297,17.2571868864486,15.4466895861762,16.3519382363124,1
"79","DR76_RS00395","-","elongation factor P-like protein","NZ_CP009072.1:85779-86351",103.617711259057,126.620777489519,52.1043838426447,72.7382333602054,1156,2062,500,791,59.3729405974243,72.5536991496474,65.9633198735359,1
"80","DR76_RS00400","-","D-mannonate oxidoreductase","NZ_CP009072.1:86574-88040",487.943929743532,126.880953612391,178.320816262771,160.553028378074,13937,5290,4381,4470,715.813731060815,186.134368817476,450.974049939145,1
"81","DR76_RS00405","-","hypothetical protein","NZ_CP009072.1:88158-89144",41.1093280388434,21.104524642244,42.4696506242586,60.2189273755497,790,592,702,1128,40.5749334532571,20.8301599886476,30.7025467209523,1
"82","DR76_RS00410","-","membrane protein","NZ_CP009072.1:89183-89896",32.657919890691,11.4822954230992,34.2045918100098,41.8432918508765,454,233,409,567,23.3177465668085,8.19835688742379,15.7580517271161,1
"83","DR76_RS00415","-","murein DD-endopeptidase%2C space-maker hydrolase%2C mutational suppressor of prc thermosensitivity%2C outer membrane lipoprotein%2C weak murein LD-carboxypeptidase","NZ_CP009072.1:90308-90874",850.395125015087,536.106781698033,479.693887217371,616.872397165944,9388,8639,4555,6638,482.174019315415,303.972554293794,393.073286804604,1
"84","DR76_RS00420","-","phage resistance protein","NZ_CP009072.1:91055-92611",99.158775155816,41.9656779262503,56.1833751050582,67.0404593578532,3006,1857,1465,1981,154.390189823406,65.340552531957,109.865371177682,1
"85","DR76_RS00425","-","peptide ABC transporter substrate-binding protein","NZ_CP009072.1:92693-94507",54.8413098573103,24.1359089253522,65.8308175174486,67.7877618861219,1938,1245,2001,2335,99.5369886486231,43.8066709220713,71.6718297853472,1
"86","DR76_RS00430","-","microcin C ABC transporter permease YejB","NZ_CP009072.1:94508-95602",38.5556842519386,17.2877661655053,70.8905345309448,65.684030516843,822,538,1300,1365,42.2184750614903,18.9301116113047,30.5742933363975,1
"87","DR76_RS00435","-","microcin C ABC transporter permease","NZ_CP009072.1:95602-96627",50.8600831743723,29.4246138868831,102.080094433266,105.22908464783,1016,858,1754,2049,52.1824460614041,30.1896575511142,41.1860518062591,1
"88","DR76_RS00440","-","microcin C ABC transporter ATP-binding protein YejF","NZ_CP009072.1:96629-98218",71.9049444999026,55.6117097409445,109.621535318191,130.76787058392,2226,2513,2919,3946,114.328863122722,88.4226217085664,101.375742415644,1
"89","DR76_RS00445","-","uncharacterized protein","NZ_CP009072.1:98222-98566",887.125336419203,504.027898062046,1319.19428562351,1488.49862725115,5959,4942,7622,9746,306.058263858176,173.889612607933,239.973938233054,1
"90","DR76_RS00450","-","multidrug transporter","NZ_CP009072.1:98900-100090",101.772645217408,44.9058267875785,147.749939366472,143.651981456816,2360,1520,2947,3247,121.211193607198,53.4828432140951,87.3470184106467,1
"91","DR76_RS00455","-","16S rRNA pseudouridylate synthase","NZ_CP009072.1:100118-100813",250.826093041248,130.785058000763,357.497568925374,350.21724264419,3399,2587,4167,4626,174.57493519952,91.0263917071474,132.800663453334,1
"92","DR76_RS00460","-","hypothetical protein","NZ_CP009072.1:100963-102723",51.7106766233938,23.9569033394976,60.7966854604395,59.5435733432295,1773,1199,1793,1990,91.0624772311706,42.1881111932237,66.6252942121972,1
"93","DR76_RS00465","-","50S ribosomal protein L25","NZ_CP009072.1:102848-103132",933.863220709064,428.776379572783,659.132604465834,782.978102445388,5182,3473,3146,4235,266.151019183264,122.201259527995,194.176139355629,1
"94","DR76_RS00470","-","Nucleoid-associated protein YejK","NZ_CP009072.1:103271-104278",167.686477461522,158.058108179068,77.2459722968509,84.4214952241355,3291,4528,1304,1615,169.027982271733,159.322575048304,164.175278660019,1
"95","DR76_RS00475","-","hypothetical protein","NZ_CP009072.1:104460-104687",291.719549057318,155.405135503178,311.390945072654,299.509949369115,1295,1007,1189,1296,66.5120744581872,35.432383629338,50.9722290437626,1
"96","DR76_RS00480","-","essential inner membrane DUF3413 domain-containing protein%3B lipid A production and membrane permeability factor","NZ_CP009072.1:104707-106467",132.820280935402,68.9335430713556,137.089203012963,147.213223146482,4554,3450,4043,4920,233.896515121687,121.391979663571,177.644247392629,1
"97","DR76_RS00485","-","-","NZ_CP009072.1:106542-106618",170.757362107695,164.963284969815,3.87729152207673,8.89582101372479,256,361,5,13,13.1483328658656,12.7021752633476,12.9252540646066,1
"98","DR76_RS00490","-","integrase","NZ_CP009072.1:106836-108077",10.6691226260921,6.3459597050309,0,0,258,224,0,0,13.2510542163802,7.88168215786665,10.5663681871234,1
"99","DR76_RS00495","-","hypothetical protein","NZ_CP009072.1:108176-108406",462.468458982102,320.02581166486,0,0,2080,2101,0,0,106.830204535158,73.9259563110617,90.3780804231098,1
"100","DR76_RS00500","-","regulatory protein","NZ_CP009072.1:108573-108779",31.5112058103243,15.6381937043735,0,0,127,92,0,0,6.52280575767551,3.23711945769523,4.87996260768537,1
"101","DR76_RS00505","-","hypothetical protein","NZ_CP009072.1:108794-109276",72.4153875837061,54.8552979843319,0,0,681,753,0,0,34.9766198502128,26.4951190396142,30.7358694449135,1
"102","DR76_RS00510","-","hypothetical protein","NZ_CP009072.1:109661-109861",7.41014667321316,4.20125430602008,0,0,29,24,0,0,1.48945958246134,0.844465945485712,1.16696276397352,1
"103","DR76_RS00515","-","hypothetical protein","NZ_CP009072.1:109858-110088",7.33725679629209,2.58948454741114,0,0,33,17,0,0,1.69490228349049,0.598163378052379,1.14653283077143,1
"104","DR76_RS00520","-","hypothetical protein","NZ_CP009072.1:110078-110299",2.54482068685873,1.2679907748088,0,0,11,8,0,0,0.564967427830162,0.281488648495237,0.4232280381627,1
"105","DR76_RS00525","-","hypothetical protein","NZ_CP009072.1:110292-110513",1.61954547905662,0.316964202133928,0,0,7,2,0,0,0.359524726801012,0.0703721621238093,0.214948444462411,1
"106","DR76_RS00530","-","hypothetical protein","NZ_CP009072.1:110515-110748",0.878063412938579,0.300709627665521,0,0,4,2,0,0,0.20544270102915,0.0703721621238093,0.13790743157648,1
"107","DR76_RS00535","-","hypothetical protein","NZ_CP009072.1:110754-111053",0.513574192409805,0.117276754789553,0,0,3,1,0,0,0.154082025771862,0.0351860810619047,0.0946340534168835,1
"108","DR76_RS00540","-","Bacteriophage P4 DNA primase","NZ_CP009072.1:111050-112804",1.9022325122406,2.42592768376769,0,0,65,121,0,0,3.33844389172368,4.25751580849047,3.79797985010707,1
"109","DR76_RS00545","-","hypothetical protein","NZ_CP009072.1:113092-113370",3.68180182131549,6.30573485450333,0,0,20,50,0,0,1.02721350514575,1.75930405309523,1.39325877912049,1
"110","DR76_RS00550","-","single-stranded DNA-binding protein","NZ_CP009072.1:113367-113789",4.37110774862036,3.16093136324211,0,0,36,38,0,0,1.84898430926235,1.33707108035238,1.59302769480736,1
"111","DR76_RS00555","-","hypothetical protein","NZ_CP009072.1:113825-113992",1.22301689659302,0.837691105639666,0,0,4,4,0,0,0.20544270102915,0.140744324247619,0.173093512638384,1
"112","DR76_RS00560","-","hypothetical protein","NZ_CP009072.1:114205-114411",9.18027737234561,11.5587148854844,0,0,37,68,0,0,1.90034498451964,2.39265351220952,2.14649924836458,1
"113","DR76_RS00565","-","phage capsid protein","NZ_CP009072.1:114411-115466",15.7097766127691,15.8603957093436,0,0,323,476,0,0,16.5894981081038,16.7485745854666,16.6690363467852,1
"114","DR76_RS00570","-","capsid protein small subunit","NZ_CP009072.1:115478-115813",16.508737300593,14.0325652074905,0,0,108,134,0,0,5.54695292778704,4.71493486229523,5.13094389504113,1
"115","DR76_RS00575","-","hypothetical protein","NZ_CP009072.1:115826-116239",24.1915698537254,22.6074590001141,0,0,195,266,0,0,10.0153316751711,9.35949756246664,9.68741461881885,1
"116","DR76_RS00580","-","hypothetical protein","NZ_CP009072.1:116287-116445",3.87638222256179,1.77040221388399,0,0,12,8,0,0,0.616328103087449,0.281488648495237,0.448908375791343,1
"117","DR76_RS00585","-","terminase","NZ_CP009072.1:116445-116987",12.95843638455,10.1087071314054,0,0,137,156,0,0,7.03641251024838,5.48902864565713,6.26272057795275,1
"118","DR76_RS00590","-","hypothetical protein","NZ_CP009072.1:117244-117525",17.4845627734308,15.5966841534482,0,0,96,125,0,0,4.9306248246996,4.39826013273808,4.66444247871884,1
"119","DR76_RS00595","-","ATPase","NZ_CP009072.1:118206-118361",10.5356889841945,3.60889682060967,0.382602736073398,0,32,16,1,0,1.6435416082332,0.562977296990475,1.10325945261184,1
"120","DR76_RS00600","-","ATPase","NZ_CP009072.1:118342-118470",0.397975491543626,0,0.462682378507365,0.408521947972905,1,0,1,1,0.0513606752572874,0,0.0256803376286437,1
"121","DR76_RS00605","-","hypothetical protein","NZ_CP009072.1:118443-118832",14.61796920698,7.03721534917065,9.79882934180175,8.78191701187415,111,78,64,65,5.70103495355891,2.74451432282856,4.22277463819374,1
"122","DR76_RS00610","-","membrane protein","NZ_CP009072.1:118941-119144",2.51770271604662,1.55233812962951,4.39046245882218,6.97380278138295,10,9,15,27,0.513606752572874,0.316674729557142,0.415140741065008,1
"123","DR76_RS00615","-","hypothetical protein","NZ_CP009072.1:119175-119432",0.995370841227733,1.77290342710032,1.85143482253328,3.47199822949933,5,13,8,17,0.256803376286437,0.457419053804761,0.357111215045599,1
"124","DR76_RS00620","-","transcriptional regulator","NZ_CP009072.1:119464-120111",54.9273475830583,52.1275458181193,93.1612244775146,98.3088042688592,693,960,1011,1209,35.5929479533002,33.7786378194285,34.6857928863643,1
"125","DR76_RS00625","-","heme lyase subunit CcmH","NZ_CP009072.1:120146-121198",43.3127131013862,81.0315712222639,53.3605241097513,55.2435584062526,888,2425,941,1104,45.6082796284713,85.3262465751188,65.467263101795,1
"126","DR76_RS00630","-","periplasmic thioredoxin of cytochrome c-type biogenesis","NZ_CP009072.1:121195-121752",46.1141282654165,71.3180157698209,45.3722811719475,45.3260700566101,501,1131,424,480,25.731698303901,39.7954576810142,32.7635779924576,1
"127","DR76_RS00635","-","heme lyase subunit CcmF","NZ_CP009072.1:121749-123692",44.2536632779708,54.2814075936471,19.1359811631898,22.280072432075,1675,2999,623,822,86.0291310559565,105.523057104652,95.7760940803043,1
"128","DR76_RS00640","-","cytochrome C biogenesis protein","NZ_CP009072.1:123689-124168",58.3158246396335,58.6434580656836,32.7169956887435,31.1758434508483,545,800,263,284,27.9915680152217,28.1488648495237,28.0702164323727,1
"129","DR76_RS00645","-","cytochrome c biogenesis protein%3B heme export ABC transporter holo-CcmE release factor","NZ_CP009072.1:124165-124374",25.9250383627666,27.9812904936727,19.335280303215,19.06944635456,106,167,68,76,5.44423157727247,5.87607553733808,5.66015355730528,1
